date,pred_momentum,signal,in_market,trade_return,portfolio_value,position_return
2025-01-03,-0.000248357808838288,-1,0,0.0,9995.0,0
2025-01-06,-7.1606288353602094e-06,0,-1,0.0,10455.642865311976,0.04608733019629575
2025-01-07,0.0009661133711536726,1,-1,0.0,10383.271776586524,0.03936628410118233
2025-01-08,-0.0005971931386739016,-1,0,0.0,10378.080140698232,0
2025-01-10,-0.0019694004828731218,-1,-1,0.0,10647.29800886657,0.025941008791460822
2025-01-13,0.0012889633265634377,1,-1,0.0,10615.59305620554,0.02339771556677845
2025-01-14,0.0019940866647327007,1,0,0.0,10610.285259677437,0
2025-01-15,0.0007456637298067411,1,1,0.0,10785.300110804114,0.01649482995445861
2025-01-16,-0.0013572926400229335,-1,1,0.0,10752.575454288868,0.013917549642927615
2025-01-17,-0.017573639750480652,-1,0,0.0,10747.199166561724,0
2025-01-21,-0.00519918417558074,-1,-1,0.0,10874.038665247652,0.011802098083430699
2025-01-22,-0.0031643016263842583,-1,-1,0.0,10830.132649145286,0.007716753109181637
2025-01-23,-0.003664627205580473,-1,-1,0.0,10971.607796694732,0.020880661710561802
2025-01-24,-0.0049031199887394905,-1,-1,0.0,11332.612094267814,0.054471208603587944
2025-01-27,-0.0034820372238755226,-1,-1,0.0,11596.047260393816,0.07898319186948298
2025-01-28,-0.003028971143066883,-1,-1,0.0,11835.091539390345,0.10122566409799426
2025-01-29,0.0009450396755710244,1,-1,0.0,11853.553615329514,0.10349526171497736
2025-01-30,0.0006261253729462624,1,0,0.0,11847.62683852185,0
2025-01-31,-0.002607002854347229,-2,1,0.0,11446.979553476027,-0.033333336496432164
2025-02-03,0.0018048057681880891,1,0,0.0,11441.25606369929,0
2025-02-04,-0.0020029302298401794,-1,1,0.0,11549.29238836989,0.009947671741512124
2025-02-05,-0.00044041406363248825,-1,0,0.0,11543.517742175705,0
2025-02-06,-0.0010469784028828144,-1,-1,0.0,11620.435713405068,0.0066633042844759125
2025-02-07,-0.0006354303720096747,-1,-1,0.0,11786.10310646928,0.02101485610467404
2025-02-10,-0.002527074267466863,-2,-1,0.0,11383.988086777335,-0.013326510806337247
2025-02-11,-0.009103809793790182,-1,0,0.0,11378.296092733948,0
