date,pred_momentum,signal,in_market,trade_return,portfolio_value,position_return
2022-01-04,-0.003798695902029673,-1,0,0.0,9995.0,0
2022-01-05,-0.0030460854371388755,-2,-1,0.0,9873.62690748861,-0.011649205544382184
2022-01-06,0.002093825489282608,1,0,0.0,9868.690094034866,0
2022-01-07,0.0011801117410262425,1,1,0.0,9876.876302255616,0.0008295131514665195
2022-01-10,0.0007213844219222665,1,1,0.0,9893.247469657106,0.002488412888462502
2022-01-11,0.003335195554730793,1,1,0.0,9896.521828041403,0.0028202054924554047
2022-01-12,0.004100053415944179,1,1,0.0,9911.256128510746,0.0043132405689392
2022-01-13,0.0011712446187933285,1,1,0.0,9970.193330388114,0.010285380874874383
2022-01-14,-0.001290443663795789,-1,1,0.0,10045.387718520926,0.01841407818231064
2022-01-18,0.0029286102702220282,1,0,0.0,10040.365024661665,0
2022-01-19,0.0014000920734057825,1,1,0.0,10096.641411885705,0.005605014069290272
2022-01-20,0.002996840669463078,1,1,0.0,10055.26173396814,0.0014836820444161316
2022-01-21,0.0027423018279174962,1,1,0.0,10005.606246747819,-0.003461903808125632
2022-01-24,0.001833816058933735,-2,1,0.0,9919.539549311625,-0.011539742246954797
2022-01-25,0.004436662731071313,1,0,0.0,9914.579779536969,0
2022-01-26,0.0034127988231678805,1,1,0.0,9883.072933328845,-0.003177829712273959
2022-01-27,0.001557326118927449,1,1,0.0,9891.364608162128,-0.002341518439617216
2022-01-28,-0.0017005130648612976,-1,1,0.0,10083.649850315554,0.01756145209872148
2022-01-31,0.0021501618127028146,1,0,0.0,10078.608025390397,0
2022-02-01,-0.0022626609231034913,-1,1,0.0,10015.684405333233,-0.005746157855818221
2022-02-02,0.0029229611779252687,1,0,0.0,10010.676563130568,0
2022-02-03,0.0006112627064188322,1,1,0.0,10120.738481510103,0.010994453540222554
2022-02-04,0.0001297414613266786,0,1,0.0,10013.962059000254,0.00032819918303880644
2022-02-07,0.002465194867302974,1,1,0.0,10119.095420253128,0.01083032264990637
2022-02-08,0.0016716379517068465,1,1,0.0,10184.804084358306,0.017394181115495375
2022-02-09,0.0010775749882062275,1,1,0.0,10027.104042478994,0.0016409959151940322
2022-02-10,0.0009971360365549724,1,1,0.0,10082.956218975116,0.0072202568316666205
2022-02-11,0.0019690549621979394,-2,1,0.0,9898.94881688135,-0.010666191759590186
2022-02-14,0.0013459756349523861,1,0,0.0,9893.99934247291,0
2022-02-15,0.0025061671622097492,1,1,0.0,9885.884309237497,-0.0008201974706604345
2022-02-16,0.001320426429932316,1,1,0.0,9884.261550245354,-0.0009842119339701924
2022-02-17,-0.005615541711449623,-1,1,0.0,10077.229826085497,0.019028869173778863
2022-02-18,-0.0005186721682548523,-1,0,0.0,10072.191211172454,0
2022-02-22,0.0008861996078242859,1,-1,0.0,10091.343624636433,0.0024027154436273537
2022-02-23,0.00275459544112285,1,0,0.0,10086.297952824116,0
2022-02-24,0.0029308094332615533,1,1,0.0,10177.119555988484,0.009004453724167305
2022-02-25,-0.0028249993920326233,-1,1,0.0,10565.396634014365,0.048023965229197337
2022-02-28,-0.0010942456622918446,-1,0,0.0,10560.113935697358,0
2022-03-01,0.003342944197356701,1,-1,0.0,10583.709038860343,0.002735728526151733
2022-03-02,-0.0010777139104902744,-1,0,0.0,10578.417184340913,0
2022-03-03,0.0018820658636589844,1,-1,0.0,10596.770068846487,0.0022360547561676727
2022-03-04,0.000647399186467131,1,0,0.0,10591.471683812064,0
2022-03-07,0.007299830516179402,-2,1,0.0,10427.40951117473,-0.014997524845208242
2022-03-08,0.007681095351775487,1,0,0.0,10422.195806419144,0
2022-03-09,0.0014201165176928043,-2,1,0.0,10267.225209133629,-0.014376472997975825
2022-03-10,0.006340367719531059,1,0,0.0,10262.091596529062,0
2022-03-11,0.005426503407458465,1,1,0.0,10255.009245501273,-0.0006901469316630803
2022-03-14,0.0013207892576853435,1,1,0.0,10364.78366020151,0.01000693306101291
2022-03-15,0.0005613096679250399,1,1,0.0,10556.00241008066,0.028640439503678655
2022-03-16,0.0007922869796554247,1,1,0.0,10527.67368137967,0.025879917593060252
2022-03-17,-0.0016448522607485454,-1,1,0.0,10633.898736958708,0.03674950141063506
2022-03-18,-0.0010891460503141086,-1,0,0.0,10628.58178759023,0
2022-03-21,-0.002456680095444123,-1,-1,0.0,10614.527142887393,-0.0013223443149535123
2022-03-22,-0.004053306300193071,-1,-1,0.0,10575.878210279277,-0.00495866507538094
2022-03-23,0.00011262701203425725,0,-1,0.0,10646.149423306433,0.0016528673408445248
2022-03-24,-0.0028673141884307065,-1,-1,0.0,10544.255929860235,-0.007933876731178978
2022-03-25,0.001028035922596852,-2,-1,0.0,10442.40877679988,-0.017024773211518594
2022-03-28,0.0015594672101239364,1,0,0.0,10437.187572411482,0
2022-03-29,0.0019287222530692816,1,1,0.0,10428.799026786046,-0.0008037170518625914
2022-03-30,0.0001826051933070024,0,1,0.0,10437.187572411482,0.0
2022-03-31,0.001373362261801958,1,1,0.0,10401.955296781649,-0.0033756484096311634
2022-04-01,-0.002629918046295643,-1,1,0.0,10542.644079660908,0.010609224515755418
2022-04-04,2.7201992149154346e-05,0,0,0.0,10542.644079660908,0
2022-04-05,-0.0013509979471564293,-1,0,0.0,10537.372757621079,0
2022-04-06,0.0015133895600835483,1,-1,0.0,10476.734094721103,-0.005257256873519845
2022-04-07,-0.0015805598814040422,-1,0,0.0,10471.495727673744,0
2022-04-08,0.0020764069631695747,1,-1,0.0,10408.553379704088,-0.005513583669538085
2022-04-11,0.0020711986580863595,1,0,0.0,10403.349103014236,0
2022-04-12,0.00044567246610919636,1,1,0.0,10432.435870539586,0.0027959042071289456
2022-04-13,-0.0005636562903722128,-1,1,0.0,10454.677643133158,0.005436565990177065
2022-04-14,-0.0007204231806099415,-1,0,0.0,10449.450304311593,0
2022-04-18,-0.001149697694927454,-1,-1,0.0,10502.688812720993,0.005094862108433997
2022-04-19,-0.0003807193910082181,-1,-1,0.0,10401.050317543635,-0.004631821326332084
2022-04-20,-0.0006823272754748663,-2,-1,0.0,10252.336516600288,-0.01837274205777868
2022-04-21,0.0013257688066611688,1,0,0.0,10247.210348341989,0
2022-04-22,0.0022745952010154724,-2,1,0.0,10113.44039760045,-0.012560560049267784
2022-04-25,6.35259784758091e-05,0,0,0.0,10113.44039760045,0
2022-04-26,0.0009936504065990448,1,0,0.0,10108.38367740165,0
2022-04-27,0.0015016294394930203,1,1,0.0,10195.47091095048,0.008615347055288462
2022-04-28,-0.002375103533267975,-1,1,0.0,10288.2985125499,0.01830772986778846
2022-04-29,0.0055226727078358335,1,0,0.0,10283.154363293626,0
2022-05-02,9.818468242883682e-05,-2,1,0.0,9988.313866865923,-0.028186277374310165
2022-05-03,0.004177076742053032,1,0,0.0,9983.31970993249,0
2022-05-04,0.001123476152618726,1,1,0.0,10305.004262702227,0.032222202845982144
