number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 07:48:06.271225,2026-02-24 07:48:37.085284,0 days 00:00:30.814059,0.22428347996529474,4,32,90,0.00026384497593302526,32,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 07:48:37.085325,2026-02-24 07:49:07.963349,0 days 00:00:30.878024,0.16204070157052577,4,32,40,0.000835637632323897,128,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 07:49:07.963390,2026-02-24 07:49:28.298833,0 days 00:00:20.335443,0.063698227199336,2,64,20,0.0007935612175572638,64,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 07:49:28.298874,2026-02-24 07:49:59.342277,0 days 00:00:31.043403,0.12417872358487654,4,128,70,0.0002047556252517259,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 07:49:59.342317,2026-02-24 07:50:20.308661,0 days 00:00:20.966344,0.2305533236447636,2,128,80,0.0002526694158646846,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 07:50:20.308722,2026-02-24 07:50:51.561055,0 days 00:00:31.252333,0.2980839725226236,4,128,40,0.00019772259076260127,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 07:50:51.561096,2026-02-24 07:51:12.199542,0 days 00:00:20.638446,0.19086490037130674,2,128,20,0.00023564842814628153,128,4,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-24 07:51:12.199582,2026-02-24 07:51:48.554026,0 days 00:00:36.354444,0.22734840884248098,5,32,80,0.00024955735504771564,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 07:52:30.888325,2026-02-24 07:53:07.231013,0 days 00:00:36.342688,0.1882640307294664,5,32,80,0.0002458592997291004,128,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 07:53:07.231054,2026-02-24 07:53:22.651734,0 days 00:00:15.420680,0.2785874303909641,1,32,120,0.00010979223726143256,32,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 07:54:50.884976,2026-02-24 07:55:16.738105,0 days 00:00:25.853129,0.12382011996425132,3,32,50,0.00043509339751010367,32,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 07:53:22.651773,2026-02-24 07:53:53.622539,0 days 00:00:30.970766,0.11824137182530836,4,32,110,0.0005240437296820767,32,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 07:53:53.622578,2026-02-24 07:54:19.796522,0 days 00:00:26.173944,0.17181760107671198,3,32,50,0.00044197043403731913,128,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 07:54:19.796562,2026-02-24 07:54:50.884937,0 days 00:00:31.088375,0.22823833827119416,4,32,100,0.0009516959898469633,32,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 07:55:52.617304,2026-02-24 07:56:23.393093,0 days 00:00:30.775789,0.2681945289749482,4,64,140,0.00036444611514680305,128,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
15,0.5,2026-02-24 07:55:16.738153,2026-02-24 07:55:52.617264,0 days 00:00:35.879111,0.07359667904619437,5,32,100,0.0006461332428041875,128,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-24 07:56:23.393133,2026-02-24 07:56:49.141797,0 days 00:00:25.748664,0.15503431370915347,3,32,60,0.00014766284061755694,32,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-24 07:56:49.141838,2026-02-24 07:57:25.196023,0 days 00:00:36.054185,0.21100169536467264,5,32,40,0.00031923675384796943,256,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
42,0.5,2026-02-24 08:07:48.835704,2026-02-24 08:08:04.180108,0 days 00:00:15.344404,0.28116455298603427,1,128,80,0.0002529380030275402,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-24 07:57:25.196062,2026-02-24 07:57:55.994434,0 days 00:00:30.798372,0.08909860761749808,4,64,90,0.0006807420660048846,64,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
20,0.5,2026-02-24 07:57:55.994474,2026-02-24 07:58:11.236389,0 days 00:00:15.241915,0.25861936000182917,1,32,60,0.00013530805067282293,512,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
21,0.5,2026-02-24 07:58:11.236431,2026-02-24 07:58:31.890030,0 days 00:00:20.653599,0.014990450167358144,2,64,20,0.000990918086355279,64,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
22,0.5,2026-02-24 07:58:31.890077,2026-02-24 07:58:52.128705,0 days 00:00:20.238628,0.060006329917702717,2,64,30,0.0008117390236851037,64,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
23,0.5,2026-02-24 07:58:52.128745,2026-02-24 07:59:17.677550,0 days 00:00:25.548805,0.16240588762381292,3,64,30,0.0005528093259243281,64,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
24,0.5,2026-02-24 07:59:17.677589,2026-02-24 07:59:33.179471,0 days 00:00:15.501882,0.04174004053356148,1,64,20,0.0007622332650790587,64,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
25,0.5,2026-02-24 07:59:33.179512,2026-02-24 07:59:59.036902,0 days 00:00:25.857390,0.10503905673487667,3,64,40,0.00042027188038813463,32,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
26,0.5,2026-02-24 07:59:59.036943,2026-02-24 08:00:19.764470,0 days 00:00:20.727527,0.1406321164307609,2,32,60,0.0005752673288213955,128,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
27,0.5,2026-02-24 08:00:19.764509,2026-02-24 08:00:50.621964,0 days 00:00:30.857455,0.19235882950212946,4,32,30,0.0003188436845315338,32,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
29,0.5,2026-02-24 08:01:26.881966,2026-02-24 08:01:57.974745,0 days 00:00:31.092779,0.1382540987898475,4,64,70,0.0003744904928272498,256,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
30,0.5,2026-02-24 08:01:57.974785,2026-02-24 08:02:28.977522,0 days 00:00:31.002737,0.2421862605009512,4,128,70,0.0004985707824991099,128,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
32,0.5,2026-02-24 08:03:00.031761,2026-02-24 08:03:31.100305,0 days 00:00:31.068544,0.12402140064755739,4,128,50,0.00020289893418872504,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
31,0.5,2026-02-24 08:02:28.977562,2026-02-24 08:03:00.031723,0 days 00:00:31.054161,0.085113437211045,4,128,80,0.0001997466427613099,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
33,0.5,2026-02-24 08:03:31.100344,2026-02-24 08:03:56.936138,0 days 00:00:25.835794,0.18064503327518014,3,128,40,0.00028755262191560175,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
34,0.5,2026-02-24 08:03:56.936178,2026-02-24 08:04:17.591156,0 days 00:00:20.654978,0.21195251995266182,2,128,70,0.0002843322884372315,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
46,0.5,2026-02-24 08:09:11.082170,2026-02-24 08:09:26.513420,0 days 00:00:15.431250,0.16675596511756094,1,128,60,0.0009072083968988114,128,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
35,0.5,2026-02-24 08:04:17.591195,2026-02-24 08:04:53.587641,0 days 00:00:35.996446,0.29987045896550396,5,128,90,0.0002149403825201104,512,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
36,0.5,2026-02-24 08:04:53.587698,2026-02-24 08:05:24.555830,0 days 00:00:30.968132,0.10075832920252392,4,128,20,0.00017270695970537814,64,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
37,0.5,2026-02-24 08:05:24.555870,2026-02-24 08:06:04.561449,0 days 00:00:40.005579,0.20820723641182487,5,32,110,0.00016773712520791798,128,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
38,0.5,2026-02-24 08:06:04.561490,2026-02-24 08:06:30.548442,0 days 00:00:25.986952,0.03789695900765029,3,128,30,0.0002690708027922983,256,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
39,0.5,2026-02-24 08:06:30.548483,2026-02-24 08:07:02.032980,0 days 00:00:31.484497,0.14853115662386673,4,32,100,0.0002389880839025428,512,4,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
40,0.5,2026-02-24 08:07:02.033020,2026-02-24 08:07:28.087003,0 days 00:00:26.053983,0.0027892581118379098,3,64,120,0.0001297856321344289,32,8,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
41,0.5,2026-02-24 08:07:28.087042,2026-02-24 08:07:48.835648,0 days 00:00:20.748606,0.24545328223521162,2,128,90,0.00022083954072418214,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
48,0.5,2026-02-24 08:09:58.758701,2026-02-24 08:10:19.439285,0 days 00:00:20.680584,0.06789827502124372,2,32,80,0.00022732567965555794,32,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
43,0.5,2026-02-24 08:08:04.180147,2026-02-24 08:08:24.436786,0 days 00:00:20.256639,0.19309282206218084,2,128,70,0.00033375604261234767,128,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
44,0.5,2026-02-24 08:08:24.436827,2026-02-24 08:08:45.145876,0 days 00:00:20.709049,0.23325012520994595,2,32,110,0.00018576924515335935,64,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
45,0.5,2026-02-24 08:08:45.145923,2026-02-24 08:09:11.082131,0 days 00:00:25.936208,0.17755402028859552,3,32,50,0.0003711084431326554,32,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
