epoch,ptl/val_loss,step,train_loss_epoch,train_loss_step,valid_loss
0,,0,0.14228485524654388,,
1,,1,0.10076386481523514,,
2,,2,0.11344856023788452,,
3,,3,0.10568784922361374,,
4,,4,0.11448602378368378,,
5,,5,0.09966922551393509,,
6,,6,0.09523060917854309,,
7,,7,0.10220067948102951,,
8,,8,0.08643436431884766,,
9,,9,0.0783272460103035,,
10,,10,0.08571716398000717,,
11,,11,0.08346790820360184,,
12,,12,0.07480474561452866,,
13,,13,0.07201100140810013,,
14,,14,0.06790267676115036,,
15,,15,0.07019899785518646,,
16,,16,0.06542053073644638,,
17,,17,0.06045905873179436,,
18,,18,0.05891455337405205,,
19,,19,0.058676764369010925,,
20,,20,0.053711093962192535,,
21,,21,0.060294218361377716,,
22,,22,0.06301485002040863,,
23,,23,0.05479305982589722,,
24,,24,0.043916698545217514,,
25,,25,0.04730072245001793,,
26,,26,0.05211182311177254,,
27,,27,0.04634536802768707,,
28,,28,0.045270003378391266,,
29,,29,0.047830138355493546,,
30,,30,0.05005941540002823,,
31,,31,0.043742913752794266,,
32,,32,0.04486130550503731,,
33,,33,0.03991665318608284,,
34,,34,0.051774606108665466,,
35,,35,0.04909340292215347,,
36,,36,0.045421913266181946,,
37,,37,0.04581448808312416,,
38,,38,0.05149177089333534,,
39,,39,0.04664197191596031,,
40,,40,0.0471968837082386,,
41,,41,0.045069582760334015,,
42,,42,0.04677152261137962,,
43,,43,0.046192511916160583,,
44,,44,0.043778397142887115,,
45,,45,0.04543781653046608,,
46,,46,0.04388310760259628,,
47,,47,0.04192798212170601,,
48,,48,0.04503592103719711,,
49,,49,,0.04356006160378456,
49,0.06194216385483742,49,,,0.06194216385483742
49,,49,0.04356006160378456,,
50,,50,0.039367999881505966,,
51,,51,0.04589761793613434,,
52,,52,0.044551778584718704,,
53,,53,0.04580457881093025,,
54,,54,0.04449496790766716,,
55,,55,0.047384921461343765,,
56,,56,0.03821702301502228,,
57,,57,0.03971816971898079,,
58,,58,0.04406072944402695,,
59,,59,0.03980822116136551,,
60,,60,0.044502511620521545,,
61,,61,0.04537331685423851,,
62,,62,0.039544589817523956,,
63,,63,0.04432019963860512,,
64,,64,0.04287753626704216,,
65,,65,0.04182780534029007,,
66,,66,0.04081394523382187,,
67,,67,0.04611281305551529,,
68,,68,0.04284736141562462,,
69,,69,0.042603906244039536,,
70,,70,0.04841320961713791,,
71,,71,0.04132550209760666,,
72,,72,0.04661964997649193,,
73,,73,0.045054033398628235,,
74,,74,0.043394625186920166,,
75,,75,0.039491113275289536,,
76,,76,0.04407019913196564,,
77,,77,0.039305295795202255,,
78,,78,0.045570094138383865,,
79,,79,0.04306790977716446,,
80,,80,0.045884933322668076,,
81,,81,0.04415018483996391,,
82,,82,0.04949714243412018,,
83,,83,0.04638408496975899,,
84,,84,0.04041863977909088,,
85,,85,0.045851122587919235,,
86,,86,0.042244136333465576,,
87,,87,0.0480586513876915,,
88,,88,0.0473402701318264,,
89,,89,0.044822197407484055,,
90,,90,0.04690168797969818,,
91,,91,0.04679322987794876,,
92,,92,0.04524984955787659,,
93,,93,0.04608507081866264,,
94,,94,0.04258884862065315,,
95,,95,0.046873655170202255,,
96,,96,0.041596509516239166,,
97,,97,0.04084138199687004,,
98,,98,0.04453848674893379,,
99,,99,,0.039529550820589066,
99,0.06121139973402023,99,,,0.06121139973402023
99,,99,0.039529550820589066,,
100,,100,0.04368985444307327,,
101,,101,0.042251355946063995,,
102,,102,0.04098685458302498,,
103,,103,0.044501036405563354,,
104,,104,0.04366258159279823,,
105,,105,0.04416147992014885,,
106,,106,0.042404934763908386,,
107,,107,0.041195567697286606,,
108,,108,0.042940959334373474,,
109,,109,0.045529019087553024,,
110,,110,0.04268842935562134,,
111,,111,0.04570036008954048,,
112,,112,0.04573339968919754,,
113,,113,0.0438368134200573,,
114,,114,0.04447471722960472,,
115,,115,0.044151004403829575,,
116,,116,0.041073575615882874,,
117,,117,0.04668363928794861,,
118,,118,0.04084501042962074,,
119,,119,0.04313965514302254,,
120,,120,0.04179192706942558,,
121,,121,0.0388060137629509,,
122,,122,0.04389480501413345,,
123,,123,0.039736513048410416,,
124,,124,0.04366029053926468,,
125,,125,0.04312078282237053,,
126,,126,0.041735123842954636,,
127,,127,0.04150936007499695,,
128,,128,0.04565563425421715,,
129,,129,0.041992973536252975,,
130,,130,0.04481648653745651,,
131,,131,0.04343264549970627,,
132,,132,0.03988071158528328,,
133,,133,0.03754930943250656,,
134,,134,0.03808785229921341,,
135,,135,0.04029903560876846,,
136,,136,0.04426107555627823,,
137,,137,0.04004821181297302,,
138,,138,0.04355603829026222,,
139,,139,0.04178439453244209,,
140,,140,0.05001749470829964,,
141,,141,0.046342018991708755,,
142,,142,0.04495060443878174,,
143,,143,0.04293230175971985,,
144,,144,0.04303111881017685,,
145,,145,0.04023255407810211,,
146,,146,0.03955978527665138,,
147,,147,0.04083067178726196,,
148,,148,0.041756317019462585,,
149,,149,,0.038380373269319534,
149,0.061221830546855927,149,,,0.061221830546855927
149,,149,0.038380373269319534,,
150,,150,0.0407417006790638,,
151,,151,0.04121536761522293,,
152,,152,0.045681361109018326,,
153,,153,0.0377202033996582,,
154,,154,0.0414392426609993,,
155,,155,0.04276265576481819,,
156,,156,0.0419454351067543,,
157,,157,0.04078330099582672,,
158,,158,0.043302617967128754,,
159,,159,0.04165218397974968,,
160,,160,0.03880120813846588,,
161,,161,0.04715113714337349,,
162,,162,0.04676467552781105,,
163,,163,0.043638210743665695,,
164,,164,0.0434923879802227,,
165,,165,0.04197896644473076,,
166,,166,0.03868657723069191,,
167,,167,0.04282870888710022,,
168,,168,0.044148482382297516,,
169,,169,0.04158245027065277,,
170,,170,0.03802570700645447,,
171,,171,0.04346361383795738,,
172,,172,0.04289332404732704,,
173,,173,0.045041270554065704,,
174,,174,0.0395934022963047,,
175,,175,0.042694490402936935,,
176,,176,0.04136084020137787,,
177,,177,0.04753866791725159,,
178,,178,0.040690142661333084,,
179,,179,0.0441402792930603,,
180,,180,0.04284071549773216,,
181,,181,0.043327830731868744,,
182,,182,0.047808125615119934,,
183,,183,0.039484765380620956,,
184,,184,0.043169524520635605,,
185,,185,0.04173803701996803,,
186,,186,0.042451243847608566,,
187,,187,0.03754846379160881,,
