number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 02:46:02.640761,2026-02-24 02:46:17.624381,0 days 00:00:14.983620,0.020887973768736624,1,32,40,0.0003435156842176346,32,2,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 02:46:17.624423,2026-02-24 02:46:53.230454,0 days 00:00:35.606031,0.29059874764477706,5,128,110,0.00014170601008676802,256,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 02:46:53.230494,2026-02-24 02:47:23.591925,0 days 00:00:30.361431,0.23239474957664424,4,128,130,0.0001138464992123408,128,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 02:47:23.591966,2026-02-24 02:47:58.994377,0 days 00:00:35.402411,0.29904990075198284,5,64,20,0.0004096658453130577,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 02:47:58.994419,2026-02-24 02:48:35.020063,0 days 00:00:36.025644,0.0030178637764693315,5,64,80,0.00030877275595713843,256,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 02:48:35.020102,2026-02-24 02:49:01.521210,0 days 00:00:26.501108,0.25445410625646997,2,32,140,0.0007329898025594653,64,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 02:49:01.521252,2026-02-24 02:49:21.849838,0 days 00:00:20.328586,0.028758558555051827,2,64,100,0.00014903917895433148,256,2,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-24 02:49:21.849880,2026-02-24 02:49:51.994183,0 days 00:00:30.144303,0.10287977210005154,4,128,80,0.00020895577016818415,64,4,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 02:49:51.994221,2026-02-24 02:50:06.973549,0 days 00:00:14.979328,0.08551184823737579,1,128,80,0.0005818123472329783,32,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 02:50:06.973589,2026-02-24 02:50:32.339884,0 days 00:00:25.366295,0.02370271172407884,3,64,80,0.0001212283733945905,512,4,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 02:50:32.339923,2026-02-24 02:50:47.361119,0 days 00:00:15.021196,0.16787045678792226,1,32,20,0.0009546392285627165,32,2,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 02:50:47.361159,2026-02-24 02:51:12.780414,0 days 00:00:25.419255,0.17568510256662273,3,32,50,0.00024337347428248106,32,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 02:51:12.780455,2026-02-24 02:51:32.741472,0 days 00:00:19.961017,0.11020243335250414,2,128,110,0.00043245468249191105,128,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
