epoch,ptl/val_loss,step,train_loss_epoch,train_loss_step,valid_loss
0,,0,0.10527320206165314,,
1,,1,0.1049630418419838,,
2,,2,0.11704709380865097,,
3,,3,0.09949404001235962,,
4,,4,0.12554936110973358,,
5,,5,0.09341516345739365,,
6,,6,0.10603628307580948,,
7,,7,0.10257481038570404,,
8,,8,0.10904761403799057,,
9,,9,0.08656234294176102,,
10,,10,0.09639779478311539,,
11,,11,0.09636932611465454,,
12,,12,0.08754513412714005,,
13,,13,0.09915455430746078,,
14,,14,0.08572367578744888,,
15,,15,0.09508714824914932,,
16,,16,0.08791845291852951,,
17,,17,0.09356745332479477,,
18,,18,0.09150198101997375,,
19,,19,0.0902138277888298,,
20,,20,0.09147434681653976,,
21,,21,0.10186200588941574,,
22,,22,0.08765684813261032,,
23,,23,0.08187700808048248,,
24,,24,0.09296749532222748,,
25,,25,0.08404211699962616,,
26,,26,0.08915168046951294,,
27,,27,0.08557348698377609,,
28,,28,0.09319044649600983,,
29,,29,0.0840502455830574,,
30,,30,0.08230005204677582,,
31,,31,0.08354657143354416,,
32,,32,0.08215606957674026,,
33,,33,0.08435750752687454,,
34,,34,0.09213905781507492,,
35,,35,0.08077272772789001,,
36,,36,0.08309440314769745,,
37,,37,0.07618144899606705,,
38,,38,0.08058470487594604,,
39,,39,0.08395422995090485,,
40,,40,0.08677180856466293,,
41,,41,0.08893635123968124,,
42,,42,0.08661098778247833,,
43,,43,0.08187957108020782,,
44,,44,0.08391016721725464,,
45,,45,0.07795441150665283,,
46,,46,0.09151735156774521,,
47,,47,0.07246506214141846,,
48,,48,0.07619904726743698,,
49,,49,,0.07728030532598495,
49,0.0792732909321785,49,,,0.0792732909321785
49,,49,0.07728030532598495,,
50,,50,0.08035457134246826,,
51,,51,0.08100229501724243,,
52,,52,0.07388398051261902,,
53,,53,0.07800928503274918,,
54,,54,0.07540948688983917,,
55,,55,0.08833694458007812,,
56,,56,0.0784277692437172,,
57,,57,0.07592059671878815,,
58,,58,0.07554066926240921,,
59,,59,0.06819073855876923,,
60,,60,0.07527787983417511,,
61,,61,0.07665474712848663,,
62,,62,0.07954245805740356,,
63,,63,0.07449285686016083,,
64,,64,0.0825260728597641,,
65,,65,0.07170898467302322,,
66,,66,0.08033105731010437,,
67,,67,0.07439949363470078,,
68,,68,0.07353831082582474,,
69,,69,0.06605727970600128,,
70,,70,0.07584848254919052,,
71,,71,0.07441841065883636,,
72,,72,0.0696847215294838,,
73,,73,0.06746945530176163,,
74,,74,0.06851207464933395,,
75,,75,0.06343767046928406,,
76,,76,0.06702227890491486,,
77,,77,0.0699734091758728,,
78,,78,0.06574568152427673,,
79,,79,0.06295175105333328,,
80,,80,0.05894070863723755,,
81,,81,0.06344641745090485,,
82,,82,0.0618380568921566,,
83,,83,0.06022210046648979,,
84,,84,0.061815448105335236,,
85,,85,0.0678054541349411,,
86,,86,0.06382200866937637,,
87,,87,0.06807814538478851,,
88,,88,0.06254413723945618,,
89,,89,0.061529841274023056,,
90,,90,0.06534505635499954,,
91,,91,0.06122000142931938,,
92,,92,0.05566858500242233,,
93,,93,0.056868407875299454,,
94,,94,0.05276140943169594,,
95,,95,0.0568246953189373,,
96,,96,0.05630781129002571,,
97,,97,0.056640975177288055,,
98,,98,0.05681077390909195,,
99,,99,,0.05313216894865036,
99,0.058102793991565704,99,,,0.058102793991565704
99,,99,0.05313216894865036,,
100,,100,0.05152330920100212,,
101,,101,0.05598513036966324,,
102,,102,0.04937753826379776,,
103,,103,0.05139189958572388,,
104,,104,0.051447391510009766,,
105,,105,0.047753170132637024,,
106,,106,0.05644114315509796,,
107,,107,0.04269588366150856,,
108,,108,0.050034262239933014,,
109,,109,0.05178762227296829,,
110,,110,0.05429934710264206,,
111,,111,0.04732823371887207,,
112,,112,0.04543955251574516,,
113,,113,0.04090189188718796,,
114,,114,0.05133068561553955,,
115,,115,0.050944071263074875,,
116,,116,0.04954596608877182,,
117,,117,0.04822864755988121,,
118,,118,0.04811618849635124,,
119,,119,0.05000367760658264,,
120,,120,0.03973931074142456,,
121,,121,0.0472799651324749,,
122,,122,0.04311899095773697,,
123,,123,0.0424220971763134,,
124,,124,0.04908105358481407,,
125,,125,0.04930831864476204,,
126,,126,0.03871573507785797,,
127,,127,0.047055840492248535,,
128,,128,0.04448224976658821,,
129,,129,0.04674847424030304,,
130,,130,0.03933877870440483,,
131,,131,0.04331449046730995,,
132,,132,0.048839375376701355,,
133,,133,0.044294603168964386,,
134,,134,0.04005919024348259,,
135,,135,0.04454626888036728,,
136,,136,0.04060951620340347,,
137,,137,0.04226220026612282,,
138,,138,0.04302521422505379,,
139,,139,0.03815557062625885,,
140,,140,0.04037812352180481,,
141,,141,0.03979247063398361,,
142,,142,0.0454062819480896,,
143,,143,0.04637628048658371,,
144,,144,0.04178287461400032,,
145,,145,0.04286694899201393,,
146,,146,0.04153512045741081,,
147,,147,0.04925284907221794,,
148,,148,0.04026379436254501,,
149,,149,,0.04372064024209976,
149,0.04864334315061569,149,,,0.04864334315061569
149,,149,0.04372064024209976,,
150,,150,0.03982056304812431,,
151,,151,0.04198748990893364,,
152,,152,0.03998611867427826,,
153,,153,0.0440644770860672,,
154,,154,0.03906868398189545,,
155,,155,0.041282929480075836,,
156,,156,0.04744923114776611,,
157,,157,0.04078219085931778,,
158,,158,0.04424487054347992,,
159,,159,0.04107869789004326,,
160,,160,0.04136829078197479,,
161,,161,0.04284755885601044,,
162,,162,0.047576580196619034,,
163,,163,0.043456342071294785,,
164,,164,0.0434051938354969,,
165,,165,0.04450521990656853,,
166,,166,0.043671946972608566,,
167,,167,0.037785761058330536,,
168,,168,0.03766721859574318,,
169,,169,0.04192132502794266,,
170,,170,0.03962555155158043,,
171,,171,0.04364211857318878,,
172,,172,0.03931049630045891,,
173,,173,0.04747188091278076,,
174,,174,0.037882667034864426,,
175,,175,0.04333933815360069,,
176,,176,0.03842828422784805,,
177,,177,0.04152394086122513,,
178,,178,0.039880216121673584,,
179,,179,0.04766169562935829,,
180,,180,0.04149314761161804,,
181,,181,0.03880670294165611,,
182,,182,0.040568821132183075,,
183,,183,0.039720892906188965,,
184,,184,0.044602155685424805,,
185,,185,0.03882714360952377,,
186,,186,0.036956872791051865,,
187,,187,0.04403353109955788,,
188,,188,0.042568743228912354,,
189,,189,0.04326751455664635,,
190,,190,0.03969499096274376,,
191,,191,0.04213377460837364,,
192,,192,0.041442546993494034,,
193,,193,0.041235826909542084,,
194,,194,0.040523868054151535,,
195,,195,0.03855207562446594,,
196,,196,0.04261365905404091,,
197,,197,0.042632780969142914,,
198,,198,0.03701327368617058,,
199,,199,,0.040108755230903625,
199,0.047242116183042526,199,,,0.047242116183042526
199,,199,0.040108755230903625,,
200,,200,0.039444420486688614,,
201,,201,0.03962194174528122,,
202,,202,0.040456078946590424,,
203,,203,0.03713945671916008,,
204,,204,0.045818991959095,,
205,,205,0.03664368391036987,,
206,,206,0.04383188858628273,,
207,,207,0.038589004427194595,,
208,,208,0.04172496125102043,,
209,,209,0.04370619356632233,,
210,,210,0.04062846302986145,,
211,,211,0.037418149411678314,,
212,,212,0.042030733078718185,,
213,,213,0.03811255842447281,,
214,,214,0.04253162071108818,,
215,,215,0.043768253177404404,,
216,,216,0.039242155849933624,,
217,,217,0.04201793670654297,,
218,,218,0.041766513139009476,,
219,,219,0.04046513885259628,,
220,,220,0.040652383118867874,,
221,,221,0.038059208542108536,,
222,,222,0.037409458309412,,
223,,223,0.04461057111620903,,
224,,224,0.039937492460012436,,
225,,225,0.03925589472055435,,
226,,226,0.04623366519808769,,
227,,227,0.041473206132650375,,
