date,pred_momentum,signal,in_market,trade_return,portfolio_value,position_return
2025-01-03,-0.0002743839951498168,-1,0,0.0,9995.0,0
2025-01-06,-0.004261748333062444,-1,-1,0.0,10455.642865311976,0.04608733019629575
2025-01-07,0.0021489358374050687,1,-1,0.0,10383.271776586524,0.03936628410118233
2025-01-08,-0.0026010477782360147,-1,0,0.0,10378.080140698232,0
2025-01-10,-0.006059412179248673,-1,-1,0.0,10647.29800886657,0.025941008791460822
2025-01-13,0.0027120293650243965,1,-1,0.0,10615.59305620554,0.02339771556677845
2025-01-14,-0.0008384782787678498,-1,0,0.0,10610.285259677437,0
2025-01-15,-0.003621166172836508,-2,-1,0.0,10430.052773346484,-0.01649482995445861
2025-01-16,-0.0028932378959975074,-1,0,0.0,10424.83774695981,0
2025-01-17,0.0013319594519478934,-2,-1,0.0,10306.901479077233,-0.010818416733781235
2025-01-21,-0.0069677506440452164,-1,0,0.0,10301.748028337695,0
2025-01-22,-0.004563792741724423,-1,-1,0.0,10240.117182716422,-0.00598256193528918
2025-01-23,-0.007486290298402309,-1,-1,0.0,10377.600681229304,0.007363085631967901
2025-01-24,-0.004505731697593417,-1,-1,0.0,10728.41942691172,0.041417378623545546
2025-01-27,-0.0014466772388134683,-1,-1,0.0,10984.421904362158,0.06626777068771111
2025-01-28,-0.0011194925755262375,-1,-1,0.0,11216.721671107021,0.08881731918238028
2025-01-29,0.004916247778705188,1,-1,0.0,11234.80507340452,0.09111825052678109
2025-01-30,0.004299055917986802,1,0,0.0,11229.187670867817,0
2025-01-31,0.0005312530057770866,-2,1,0.0,10849.453938963368,-0.033333336496432164
2025-02-03,0.00023042846338025162,1,0,0.0,10844.029211993888,0
2025-02-04,0.002697246681366648,1,1,0.0,10951.902054950171,0.009947671741512124
2025-02-05,0.003494769201747009,1,1,0.0,11156.291393886053,0.02879577099873466
2025-02-06,-0.0014402246368782862,-1,1,0.0,10997.497078222199,0.01465962165993053
2025-02-07,-0.0013795000101838792,-1,0,0.0,10991.998329683089,0
2025-02-10,-0.006731074835572924,-2,-1,0.0,10689.723824487539,-0.02701301079291802
2025-02-11,-0.0021073376493794577,-1,0,0.0,10684.378962575296,0
2025-02-12,-0.00623461338026183,-2,-1,0.0,10436.110544806937,-0.02274795315801577
2025-02-13,-0.007346598165375846,-1,0,0.0,10430.892489534535,0
2025-02-14,-0.0064583078825048035,-1,-1,0.0,10756.32272273902,0.03119869498520787
