number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 10:32:00.066454,2026-02-24 10:32:36.742466,0 days 00:00:36.676012,0.23151969605826692,5,32,130,0.00042379681185749816,32,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 10:32:36.742506,2026-02-24 10:32:52.545399,0 days 00:00:15.802893,0.24815956016173063,1,128,80,0.00015148103218744417,32,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 10:32:52.545438,2026-02-24 10:33:28.820473,0 days 00:00:36.275035,0.018320566702016726,5,32,120,0.0002951018436671907,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 10:33:28.820512,2026-02-24 10:33:55.121127,0 days 00:00:26.300615,0.2820093819087463,3,32,30,0.0008637847583004676,512,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 10:33:55.121169,2026-02-24 10:34:21.992169,0 days 00:00:26.871000,0.18274382649462462,3,64,130,0.00011774320638208968,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 10:34:21.992208,2026-02-24 10:34:37.680021,0 days 00:00:15.687813,0.28163621115687926,1,32,70,0.00014132440146671888,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 10:34:37.680060,2026-02-24 10:35:06.213926,0 days 00:00:28.533866,0.030692749417977602,3,128,100,0.0004779225320814066,64,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-24 10:35:06.213966,2026-02-24 10:35:37.939985,0 days 00:00:31.726019,0.2927306738210479,4,64,110,0.0002167840361416015,64,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 10:35:37.940024,2026-02-24 10:35:53.709598,0 days 00:00:15.769574,0.005880078729708071,1,64,140,0.00014317667867649983,256,2,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 10:35:53.709639,2026-02-24 10:36:25.079004,0 days 00:00:31.369365,0.24640469010647356,4,64,100,0.00023264830644372626,32,4,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 10:36:25.079043,2026-02-24 10:37:01.598700,0 days 00:00:36.519657,0.11964568142504117,5,32,50,0.0004913238312034313,128,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 10:37:01.598741,2026-02-24 10:37:22.699427,0 days 00:00:21.100686,0.19510349081115186,2,128,80,0.0004427845936449648,32,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 10:37:22.699468,2026-02-24 10:37:43.737641,0 days 00:00:21.038173,0.19762770737712254,2,128,60,0.0006409844198937861,32,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 10:37:43.737697,2026-02-24 10:38:15.024751,0 days 00:00:31.287054,0.1116643769795084,4,128,80,0.00020935973511215742,32,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 10:38:15.024790,2026-02-24 10:38:36.073197,0 days 00:00:21.048407,0.23015568113678367,2,128,20,0.0003121578046179956,32,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
15,0.5,2026-02-24 10:38:36.073237,2026-02-24 10:39:12.539289,0 days 00:00:36.466052,0.23889980906829328,5,32,90,0.00010310175731753953,512,4,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 10:39:12.539328,2026-02-24 10:39:28.199013,0 days 00:00:15.659685,0.14889790499128447,1,128,40,0.0003805693347975076,128,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-24 10:39:28.199054,2026-02-24 10:40:01.831273,0 days 00:00:33.632219,0.06591906782202214,4,32,140,0.000997506510087566,32,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-24 10:40:01.831312,2026-02-24 10:40:22.887577,0 days 00:00:21.056265,0.2540942635407323,2,128,120,0.000636370830705366,32,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-24 10:40:22.887617,2026-02-24 10:40:38.397458,0 days 00:00:15.509841,0.21795243236413347,1,32,60,0.0001761667042999448,32,8,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
20,0.5,2026-02-24 10:40:38.397508,2026-02-24 10:41:04.542541,0 days 00:00:26.145033,0.1571940621224872,3,128,90,0.0002653206890861204,512,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
21,0.5,2026-02-24 10:41:04.542582,2026-02-24 10:41:41.019779,0 days 00:00:36.477197,0.0688148122888731,5,32,120,0.0003541436594532077,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
22,0.5,2026-02-24 10:41:41.019818,2026-02-24 10:42:17.564320,0 days 00:00:36.544502,0.2642655409767834,5,32,110,0.0002855604663957226,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
23,0.5,2026-02-24 10:42:17.564360,2026-02-24 10:42:53.654326,0 days 00:00:36.089966,0.08393676686386663,5,32,130,0.0001754969192492584,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
24,0.5,2026-02-24 10:42:53.654366,2026-02-24 10:43:24.649104,0 days 00:00:30.994738,0.1604684146769969,4,32,120,0.0006641428678928106,128,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
25,0.5,2026-02-24 10:43:24.649143,2026-02-24 10:44:01.352964,0 days 00:00:36.703821,0.2207924789415875,5,32,100,0.00041372999765847715,64,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
26,0.5,2026-02-24 10:44:01.353004,2026-02-24 10:44:32.570349,0 days 00:00:31.217345,0.12699012253349257,4,32,130,0.0005414320972980003,32,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
27,0.5,2026-02-24 10:44:32.570388,2026-02-24 10:45:09.655293,0 days 00:00:37.084905,0.02871552307717828,5,32,80,0.0003448831785246742,32,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
28,0.5,2026-02-24 10:45:09.655382,2026-02-24 10:45:40.803097,0 days 00:00:31.147715,0.17586124023055688,4,64,110,0.0001841942653354607,64,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
29,0.5,2026-02-24 10:45:40.803136,2026-02-24 10:46:22.445525,0 days 00:00:41.642389,0.2756268276547246,2,128,140,0.0007527526603817304,512,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
30,0.5,2026-02-24 10:46:22.445577,2026-02-24 10:46:48.810511,0 days 00:00:26.364934,0.2956305791855435,3,32,90,0.0002490251732722071,128,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
31,0.5,2026-02-24 10:46:48.810552,2026-02-24 10:47:15.233562,0 days 00:00:26.423010,0.2658782261368284,3,32,20,0.000983201013350548,512,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
32,0.5,2026-02-24 10:47:15.233602,2026-02-24 10:47:30.943969,0 days 00:00:15.710367,0.20048106433956325,1,32,30,0.0007991417076214385,256,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
33,0.5,2026-02-24 10:47:30.944008,2026-02-24 10:47:57.275805,0 days 00:00:26.331797,0.2752965483160511,3,32,40,0.0001370848181111771,512,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
34,0.5,2026-02-24 10:47:57.275845,2026-02-24 10:48:52.390884,0 days 00:00:55.115039,0.29686499605149413,5,64,130,0.00012362887341659025,512,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
35,0.5,2026-02-24 10:48:52.390924,2026-02-24 10:49:23.656729,0 days 00:00:31.265805,0.24950937613844096,4,32,70,0.00030009787873013904,256,2,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
36,0.5,2026-02-24 10:49:23.656770,2026-02-24 10:49:44.723612,0 days 00:00:21.066842,0.21846179327857113,2,64,60,0.0005368770761549343,64,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
37,0.5,2026-02-24 10:49:44.723654,2026-02-24 10:50:10.843101,0 days 00:00:26.119447,0.016062127422211223,3,32,110,0.00014896494051882324,512,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
38,0.5,2026-02-24 10:50:10.843140,2026-02-24 10:50:26.145591,0 days 00:00:15.302451,0.17733944257657105,1,128,30,0.00020960190475135217,256,2,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
39,0.5,2026-02-24 10:50:26.145632,2026-02-24 10:50:52.237321,0 days 00:00:26.091689,0.2797733575604823,3,32,50,0.0007864718706199932,32,4,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
40,0.5,2026-02-24 10:50:52.237360,2026-02-24 10:51:23.443477,0 days 00:00:31.206117,0.05025184443446634,4,64,70,0.00048692875687676913,32,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
41,0.5,2026-02-24 10:51:23.443517,2026-02-24 10:52:01.365545,0 days 00:00:37.922028,0.20208800619432143,5,64,130,0.00010432703556443588,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
42,0.5,2026-02-24 10:52:01.365598,2026-02-24 10:52:22.465026,0 days 00:00:21.099428,0.23733503017003243,2,64,120,0.00011997988338310992,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
43,0.5,2026-02-24 10:52:22.465065,2026-02-24 10:52:38.409214,0 days 00:00:15.944149,0.25904501593674895,1,64,140,0.0001529249781685593,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
44,0.5,2026-02-24 10:52:38.409255,2026-02-24 10:53:23.853503,0 days 00:00:45.444248,0.10394247960444075,4,128,130,0.00012238682281425002,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
45,0.5,2026-02-24 10:53:23.853542,2026-02-24 10:53:49.813287,0 days 00:00:25.959745,0.13552393225894835,3,64,100,0.0004251955762283282,32,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
46,0.5,2026-02-24 10:53:49.813327,2026-02-24 10:54:14.855136,0 days 00:00:25.041809,0.17523748371496184,2,128,120,0.00023331247483963403,64,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
47,0.5,2026-02-24 10:54:14.855176,2026-02-24 10:54:51.242712,0 days 00:00:36.387536,0.23463761244478537,5,32,140,0.0001876435590851417,32,2,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
48,0.5,2026-02-24 10:54:51.242751,2026-02-24 10:55:07.028585,0 days 00:00:15.785834,0.1866806011856339,1,128,100,0.0001012203535162926,128,8,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
49,0.5,2026-02-24 10:55:07.028625,2026-02-24 10:55:42.864109,0 days 00:00:35.835484,0.20870578210796983,4,64,110,0.00013701358106605772,512,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
