epoch,ptl/val_loss,step,train_loss_epoch,train_loss_step,valid_loss
0,,0,0.12217608839273453,,
1,,1,0.12152573466300964,,
2,,2,0.11850562691688538,,
3,,3,0.11026648432016373,,
4,,4,0.11261643469333649,,
5,,5,0.11692321300506592,,
6,,6,0.10030963271856308,,
7,,7,0.10679962486028671,,
8,,8,0.10423751175403595,,
9,,9,0.1005767360329628,,
10,,10,0.08838662505149841,,
11,,11,0.1050741970539093,,
12,,12,0.09844356775283813,,
13,,13,0.10773050040006638,,
14,,14,0.10279928147792816,,
15,,15,0.10449688881635666,,
16,,16,0.08979494124650955,,
17,,17,0.10862866789102554,,
18,,18,0.08857454359531403,,
19,,19,0.10162527859210968,,
20,,20,0.09903132170438766,,
21,,21,0.088351309299469,,
22,,22,0.09389491379261017,,
23,,23,0.0976865366101265,,
24,,24,0.10128552466630936,,
25,,25,0.09941516816616058,,
26,,26,0.08699382841587067,,
27,,27,0.10590743273496628,,
28,,28,0.09630858898162842,,
29,,29,0.0997440442442894,,
30,,30,0.08861745893955231,,
31,,31,0.08037692308425903,,
32,,32,0.09365308284759521,,
33,,33,0.08854077756404877,,
34,,34,0.08163228631019592,,
35,,35,0.08703915029764175,,
36,,36,0.09111162275075912,,
37,,37,0.08886238187551498,,
38,,38,0.083737812936306,,
39,,39,0.10523644089698792,,
40,,40,0.07882682234048843,,
41,,41,0.09041199833154678,,
42,,42,0.08810669928789139,,
43,,43,0.08343382924795151,,
44,,44,0.08318282663822174,,
45,,45,0.08988042920827866,,
46,,46,0.08090263605117798,,
47,,47,0.08553773164749146,,
48,,48,0.078138068318367,,
49,,49,,0.07658101618289948,
49,0.09288299828767776,49,,,0.09288299828767776
49,,49,0.07658101618289948,,
50,,50,0.08582115173339844,,
51,,51,0.08126922696828842,,
52,,52,0.07313765585422516,,
53,,53,0.07522380352020264,,
54,,54,0.0771472230553627,,
55,,55,0.08150381594896317,,
56,,56,0.07029438763856888,,
57,,57,0.06498853862285614,,
58,,58,0.07403305917978287,,
59,,59,0.06303846836090088,,
60,,60,0.06890420615673065,,
61,,61,0.0740256980061531,,
62,,62,0.06646613776683807,,
63,,63,0.06781327724456787,,
64,,64,0.06966244429349899,,
65,,65,0.06137073412537575,,
66,,66,0.06269179284572601,,
67,,67,0.06681966036558151,,
68,,68,0.05851931869983673,,
69,,69,0.06793608516454697,,
70,,70,0.06830599904060364,,
71,,71,0.05955766513943672,,
72,,72,0.059010930359363556,,
73,,73,0.0610843300819397,,
74,,74,0.055362313985824585,,
75,,75,0.056081343442201614,,
76,,76,0.05888685956597328,,
77,,77,0.058472566306591034,,
78,,78,0.0537663958966732,,
79,,79,0.05122021585702896,,
80,,80,0.0451338030397892,,
