cutoff,unique_id,ds,PatchTST-median,PatchTST-lo-95,PatchTST-lo-80,PatchTST-hi-80,PatchTST-hi-95,y,signal,strat_ret,cum_strat,cum_market
2024-12-20,GOOGL_price,2025-01-03,-0.0070654247,-0.012233324,-0.012504427,0.008400145,0.009666704,0.012381412994212717,-1,-0.012381412994212717,0.9876949213325915,1.0124583800135436
2024-12-23,GOOGL_price,2025-01-03,-0.023624966,-0.033888787,-0.034194663,-0.013174221,-0.0050005484,0.012381412994212717,-1,-0.012381412994212717,0.9755412576261941,1.025071971259649
2024-12-24,GOOGL_price,2025-01-03,-0.010448739,-0.019843044,-0.018568952,-0.005539239,-0.0012073261,0.012381412994212717,-1,-0.012381412994212717,0.9635371457078012,1.037842707418834
2024-12-26,GOOGL_price,2025-01-03,-0.0046788575,-0.023796469,-0.016222868,0.0012104237,0.007202653,0.012381412994212717,-1,-0.012381412994212717,0.9516807453308965,1.050772546262143
2024-12-27,GOOGL_price,2025-01-03,0.0019063661,-0.023597213,-0.012708068,0.014071963,0.015669122,0.012381412994212717,1,0.012381412994212717,0.9635371457078012,1.0638634699512755
2024-12-30,GOOGL_price,2025-01-03,0.008797724,-0.024758328,-0.0077125,0.013422627,0.014289796,0.012381412994212717,1,0.012381412994212717,0.9755412576261941,1.0771174853424554
2024-12-31,GOOGL_price,2025-01-03,-0.0066003366,-0.0315461,-0.025685515,0.005811941,0.00809153,0.012381412994212717,-1,-0.012381412994212717,0.9635371457078012,1.0905366242940844
2025-01-03,GOOGL_price,2025-01-06,0.0003989963,-0.024817731,-0.012690538,0.017142018,0.022737218,0.026142581990867858,1,0.026142581990867858,0.9890586399119843,1.1194219913609924
2025-01-06,GOOGL_price,2025-01-07,0.006017538,-0.021739963,-0.011711668,0.022921035,0.04551465,-0.007034317943248553,1,-0.007034317943248553,0.9821256998145304,1.111575251747486
2025-01-07,GOOGL_price,2025-01-08,-0.0075952387,-0.016445382,-0.008285562,0.011924697,0.03167082,-0.007908934563366018,-1,0.007908934563366018,0.9899240654393293,1.102818549556639
2025-01-08,GOOGL_price,2025-01-10,-0.0065207337,-0.023218747,-0.01759316,0.012606898,0.018515047,-0.009896675902032791,-1,0.009896675902032791,0.999769662062237,1.0919581414054271
2025-01-10,GOOGL_price,2025-01-13,0.0056003295,-0.0124595435,-0.0025375239,0.014131811,0.014337183,-0.005377841443887932,1,-0.005377841443887932,0.9944074907162571,1.0861015257478006
2025-01-13,GOOGL_price,2025-01-14,-0.0052863234,-0.015688842,-0.011906716,0.001801353,0.007038144,-0.0070928313615746235,-1,0.0070928313615746235,1.00148572805001,1.0784252462437853
2025-01-14,GOOGL_price,2025-01-15,-0.004310082,-0.022633579,-0.016389985,0.010426758,0.018120367,0.030583171335477097,-1,-0.030583171335477097,0.9713207400857683,1.111916433274761
2025-01-15,GOOGL_price,2025-01-16,-0.0026497077,-0.029677281,-0.023196178,0.016328197,0.024528686,-0.0135923350736103,-1,0.0135923350736103,0.984613391482303,1.0969051428967698
2025-01-16,GOOGL_price,2025-01-17,-0.0074082087,-0.035637483,-0.027914824,0.017641146,0.032452192,0.015890881232346086,-1,-0.015890881232346086,0.969090678461377,1.114475164075178
2025-01-17,GOOGL_price,2025-01-21,0.006754569,-0.018746313,-0.011681357,0.025594454,0.043256845,0.010404811444386158,1,0.010404811444386158,0.9792265235797867,1.1261316043881888
2025-01-21,GOOGL_price,2025-01-22,0.011495216,-0.015631631,-0.0076177726,0.02966559,0.032176368,0.0016143951038811097,1,0.0016143951038811097,0.9808086588371281,1.1279510940290491
2025-01-22,GOOGL_price,2025-01-23,-0.0007368275,-0.024493169,-0.0126985125,0.014890879,0.020938104,-0.0019678554506682407,-1,0.0019678554506682407,0.9827406488175282,1.1257336318586713
2025-01-23,GOOGL_price,2025-01-24,0.018278709,-0.010673706,0.00083060656,0.030731544,0.035853136,0.01120086521473503,1,0.01120086521473503,0.9938100721955969,1.1384137038562714
2025-01-24,GOOGL_price,2025-01-27,0.0074270414,-0.028870594,-0.014554464,0.023650415,0.034027897,-0.04286160788253517,1,-0.04286160788253517,0.9521137436393493,1.0906503805040972
2025-01-27,GOOGL_price,2025-01-28,-0.0037856959,-0.039472636,-0.023481075,0.024410527,0.030672472,0.018031510274810127,-1,-0.018031510274810127,0.9350995516672681,1.1104948290606538
2025-01-28,GOOGL_price,2025-01-29,0.0032860218,-0.026030658,-0.01787358,0.025757205,0.03614092,0.0005630902976345482,1,0.0005630902976345482,0.9356262454262905,1.1111203140101975
