number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 06:14:42.963029,2026-02-24 06:15:08.869373,0 days 00:00:25.906344,0.19153290766085518,3,128,120,0.00015199580950888073,32,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 06:15:08.869412,2026-02-24 06:15:39.627087,0 days 00:00:30.757675,0.08225744180019894,4,128,40,0.0005962622325786545,32,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 06:15:39.627127,2026-02-24 06:16:15.415005,0 days 00:00:35.787878,0.2792624077386584,5,32,20,0.0002069774593478791,32,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 06:16:15.415049,2026-02-24 06:16:51.424851,0 days 00:00:36.009802,0.2669889165545483,5,64,110,0.00018072554645352608,128,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 06:16:51.424890,2026-02-24 06:17:17.181720,0 days 00:00:25.756830,0.09703279985190519,3,128,70,0.0002530543777083021,256,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 06:17:17.181772,2026-02-24 06:17:42.823805,0 days 00:00:25.642033,0.280455986860443,3,128,40,0.00025365482655983904,64,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 06:19:34.378114,2026-02-24 06:20:05.195276,0 days 00:00:30.817162,0.29009159274921015,4,64,110,0.000100169748256176,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 06:20:41.071322,2026-02-24 06:21:11.879126,0 days 00:00:30.807804,0.1907092456723406,4,128,40,0.0004549459530601568,32,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 06:20:20.453115,2026-02-24 06:20:41.071283,0 days 00:00:20.618168,0.14998425907355295,2,128,60,0.0004376814968217108,32,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 06:20:05.195315,2026-02-24 06:20:20.453075,0 days 00:00:15.257760,0.1895512869890305,1,32,140,0.00010031651677329564,512,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 06:21:42.844784,2026-02-24 06:22:03.479495,0 days 00:00:20.634711,0.1999236571577836,2,128,20,0.0006338223726396695,32,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 06:22:24.084863,2026-02-24 06:22:54.908513,0 days 00:00:30.823650,0.1386955344822144,4,32,80,0.0001439766101122886,512,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-24 06:22:54.908553,2026-02-24 06:23:10.245861,0 days 00:00:15.337308,0.2270407514367152,1,128,130,0.0003119132699785368,32,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
