number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 15:23:00.405484,2026-02-24 15:23:21.838090,0 days 00:00:21.432606,0.26773992217898296,2,32,20,0.0001229963539371638,512,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 15:23:21.838132,2026-02-24 15:23:43.440071,0 days 00:00:21.601939,0.17790302949931036,2,64,60,0.00011785042564769193,512,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 15:23:43.440111,2026-02-24 15:24:15.167579,0 days 00:00:31.727468,0.22420578993131254,4,128,70,0.0002491835746348947,64,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 15:24:15.167620,2026-02-24 15:24:36.523095,0 days 00:00:21.355475,0.09288855856351262,2,32,50,0.000543107375220507,512,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 15:24:36.523136,2026-02-24 15:24:52.571939,0 days 00:00:16.048803,0.18609667513069617,1,128,60,0.00022246740120096528,256,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 15:24:52.571980,2026-02-24 15:25:56.085038,0 days 00:01:03.513058,0.06007674122020443,5,32,140,0.0003801804802057711,32,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 15:25:56.085077,2026-02-24 15:26:33.111904,0 days 00:00:37.026827,0.1871877481756966,5,64,20,0.0001091473947886835,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-24 15:26:33.111945,2026-02-24 15:26:54.608291,0 days 00:00:21.496346,0.24969776031949303,2,64,100,0.00022005929799227966,256,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 15:26:54.608331,2026-02-24 15:27:31.251093,0 days 00:00:36.642762,0.29291717911878523,5,32,60,0.00013197952288173536,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 15:27:31.251132,2026-02-24 15:28:08.230871,0 days 00:00:36.979739,0.25279214893266067,5,64,70,0.00010007884832672844,128,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 15:28:08.230912,2026-02-24 15:28:35.133828,0 days 00:00:26.902916,0.12093562993291526,3,32,20,0.000712535262613155,512,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 15:28:35.133869,2026-02-24 15:28:56.607129,0 days 00:00:21.473260,0.01639723913463742,2,64,40,0.0001536659550253896,512,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 15:28:56.607169,2026-02-24 15:29:12.775888,0 days 00:00:16.168719,0.16778420817904194,1,32,100,0.00017067504057448283,512,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 15:29:12.775930,2026-02-24 15:29:42.256403,0 days 00:00:29.480473,0.27319828480136804,3,64,90,0.00037470119020773207,512,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 15:29:42.256444,2026-02-24 15:30:03.866130,0 days 00:00:21.609686,0.22175744221339996,2,128,40,0.0001681600654220306,128,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
15,0.5,2026-02-24 15:30:03.866179,2026-02-24 15:30:20.383091,0 days 00:00:16.516912,0.1314589891363831,1,32,120,0.00012564774752427945,32,2,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 15:30:20.383130,2026-02-24 15:30:47.321753,0 days 00:00:26.938623,0.2148594717654291,3,64,30,0.0009277261294764849,512,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-24 15:30:47.321795,2026-02-24 15:31:19.292159,0 days 00:00:31.970364,0.15092459940042496,4,32,40,0.00031001485892343336,512,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-24 15:31:19.292198,2026-02-24 15:31:40.737934,0 days 00:00:21.445736,0.28788297975404986,2,64,80,0.00018830907957034684,512,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-24 15:31:40.737973,2026-02-24 15:32:07.365648,0 days 00:00:26.627675,0.09417456643123925,3,128,20,0.00013469475416738068,128,4,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
20,0.5,2026-02-24 15:32:07.365706,2026-02-24 15:32:38.976939,0 days 00:00:31.611233,0.2526486986401525,4,64,120,0.00027514390169933216,64,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
21,0.5,2026-02-24 15:32:38.976980,2026-02-24 15:33:10.646479,0 days 00:00:31.669499,0.21116702477100607,4,128,70,0.0002355485159080463,64,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
