THRESHOLD,STOPLOSS_THRESHOLD,TRAILING_STOP_THRESHOLD,yield_pct
0.016016350906603936,-0.038421486022445744,0.8293276765881232,0.0
0.006764026653021574,-0.2251432250253856,0.8705149703193455,-21.559501405352854
0.015901299372315405,-0.10095851683989165,0.5984876053873449,0.0
0.010680551115423442,-0.1692403293401003,0.629805043619126,-18.17899097767738
0.0015200764015316963,-0.041860837601125245,0.3529571075923741,-10.478642039943221
0.005400356373749673,-0.16163573157973588,0.49239053162746127,-18.42795326480514
0.015112825538031758,-0.0522767021600157,0.8661578492727129,-6.021505993067844
0.019150721102021637,-0.2211822525691241,0.4080709833651781,0.0
0.00945215931814164,-0.10773048191331328,0.7866979056969284,-15.266662799282981
0.008199582526460289,-0.18255411121994258,0.4313149575609714,-7.695063012573334
0.017953880144283178,-0.029571949094533923,0.722841369220987,0.0
0.013971502976492047,-0.24160252692177892,0.5104472405277192,-25.48270036553506
0.004240408202633262,-0.08552388897165655,0.8074686617590485,-14.563952589950658
0.0027722904430702326,-0.20428798935376108,0.6878768175374717,-22.385726231999946
0.011877175130881368,-0.1236281472723931,0.3355128531809896,-12.791765634489472
0.0170424041422084,-0.14878498719073832,0.9337144203484058,0.0
0.00792361292336136,-0.06413062934763727,0.5758957585319876,-17.072782245260566
0.007115149238146841,-0.1410100216977298,0.7290307759772985,-31.062858906871828
0.01696048263181001,-0.07118669087067245,0.4568643962498754,0.0
0.012699785859324037,-0.19696850337088107,0.812070832401514,-20.065402168010003
0.0028405450852587817,-0.13022763427346945,0.5350448479875922,-14.449220111414851
0.0037103206049650906,-0.249328467072919,0.309011808456853,-22.583812482854515
0.013017564663663505,-0.07843284361995756,0.6826401016209274,-10.551528187136594
0.018461114129051565,-0.18983839402906597,0.5509813106618822,0.0
0.009177072064951063,-0.022923217406496388,0.9294301749207079,-2.839572686514935
0.010410749043338,-0.21230486635118723,0.6148329231422394,-13.327005368999668
0.019676166913472116,-0.11367007091641426,0.9062209592666477,0.0
0.014139989110641182,-0.15320064874365924,0.3677158284932375,-16.583206556736585
0.004888477771542966,-0.0577746441029012,0.6645585620775818,-19.757237134541437
0.001606651023030281,-0.17811080447398125,0.8295002542901784,-14.491879272277652
0.011484370183199644,-0.03590030285529791,0.4769979047123343,-4.680220762819431
0.015837696142494678,-0.23355714277364314,0.7516275468282401,0.0
0.005936774138361215,-0.09545344446785747,0.39363018767908214,-20.34626735005034
0.006285354818217456,-0.16510121632367372,0.5195433441083878,-17.277816922835278
0.015424441359005867,-0.048554913103580455,0.7958341555204242,-6.021505993067844
0.011163898321799932,-0.22464807318523528,0.43999414630234235,-23.402812730046662
0.0020108862807974217,-0.10400857632979749,0.711623697914183,-9.95629246650015
0.004698993995785713,-0.21446205443702637,0.9424138002563267,-19.378652073154278
0.014413272451609373,-0.11183962005190551,0.5646579759661108,-12.791765634489472
0.019856686301529407,-0.1585590422246605,0.6969527396373449,0.0
0.010165591720491647,-0.052742276685312395,0.3238984485156834,4.032836102964743
0.008987340309657157,-0.23672809032723308,0.6388202517759054,-2.384090530779992
0.01873402944672853,-0.09138096073642371,0.34140349677763876,0.0
0.013197697908617557,-0.18122541032731532,0.879272574931383,-18.687968225643704
0.0034649334223940966,-0.03188333999365567,0.5871915182098746,-16.11721867039536
0.003188920749351382,-0.1428983244020492,0.41684815925545987,-17.99481008632984
0.012286192426458002,-0.06897844978608189,0.7753823271486908,-10.551528187136594
0.01663965400122106,-0.20194663728587328,0.5013861781917512,0.0
0.007519197599962353,-0.12493071182630955,0.8546237201429903,-27.008679775975033
0.007604294607415795,-0.19554685670882463,0.3767911706585437,-14.283490431555347
0.017445494843646884,-0.13246352076530454,0.6529435774777084,0.0
0.012224592285230755,-0.13605668084695935,0.6235316432081162,-14.081981959252477
0.002360208174213767,-0.0769542167149484,0.8949825168587267,-8.550304620647875
0.004422083471901714,-0.18763209856115282,0.7603061556350439,-19.378652073154278
0.013725198903121055,-0.024371480224654074,0.3824119364377111,-2.582369721718536
0.017763230648823083,-0.24359090239740908,0.8385956980288027,0.0
0.008474040717817842,-0.0834123208094388,0.46536273863166566,-23.400157479480654
0.009633464228361845,-0.15285459158942102,0.8210658990312367,7.712561073586666
0.018904171243309974,-0.06095636377111077,0.5235101389233022,0.0
0.014921948377043009,-0.20830081336200237,0.7378072920255363,-21.703590792905448
0.005674426086246967,-0.12050984125584363,0.44554815785959356,-34.68743816254646
0.001200421771965921,-0.23040154573507607,0.5597383353393525,-10.026019104171823
0.011083434606902302,-0.09582947649993001,0.9181335078086703,-10.551528187136594
0.01624852743651718,-0.1712976639997214,0.3180263567715883,0.0
0.006351589950732887,-0.03993393315933644,0.671085830964148,-12.3853172725502
0.006513875782489777,-0.15660862523131072,0.3381944336928427,-22.504866270707947
0.016374274101108314,-0.05438034540973602,0.6915502144955098,0.0
0.010912169806659221,-0.21609836925752463,0.5802436290774494,-21.703590792905448
0.0010656791515648366,-0.10989095867611468,0.9382606696803122,-4.075800534845387
0.00550258148740977,-0.2230398353934288,0.717662770859897,-19.583839212428877
0.014787785626016556,-0.1059853147342801,0.4250651776790618,-12.791765634489472
0.019067036944441496,-0.16707970863208174,0.8006238339003175,0.0
0.009758631094358861,-0.04694491969421505,0.503324707550928,-1.240141024173591
0.008635882614180445,-0.2003278709296137,0.8587203633971512,-6.779979617606646
0.01788855149783194,-0.12691095975227654,0.4858655358664691,0.0
0.013553780084475876,-0.14488032623194158,0.7807680378202349,-15.26463975123339
0.004287204952910542,-0.06735792781226335,0.40257751201279457,-11.683619773931719
0.002188209556974471,-0.17927148381248115,0.6033437492325902,-11.184445745474203
0.012090293635614216,-0.033531937282532454,0.8745379891246556,-4.680220762819431
0.01760791660938412,-0.23837493371218443,0.3563057327177375,0.0
0.007729035657830536,-0.08942878983914851,0.6327965985517948,-26.90104323328709
0.0073479232089594,-0.24542374956421553,0.4809466095641255,-17.698139972439353
0.016504921042360364,-0.0816601917799562,0.8344407852739095,0.0
0.012448470932431517,-0.18587821562774479,0.39670613943599164,-18.687968225643704
0.0033146748105064034,-0.02620608300901947,0.7549018483143299,-8.14634185745674
0.0036277917269617317,-0.13778248846530913,0.8997704130597413,-22.583812482854515
0.013322872100397943,-0.07509153861552476,0.6073112244717775,-10.551528187136594
0.018562175186350942,-0.19368593251332641,0.6589808682445436,0.0
0.008853187149390578,-0.1341875727660954,0.3618604198563844,-15.947099696116007
0.009994181430898606,-0.17302698113955556,0.6764747185632586,-9.425324258009383
0.019721799324266612,-0.03806072649545966,0.3037588864564896,0.0
0.014575125142000614,-0.22853009297512472,0.9222333279903978,-23.402812730046662
0.004824304121546447,-0.09755703802220522,0.5442208699416369,-23.406614110795477
0.0021733187697827814,-0.21014418909326196,0.4604535707272589,-11.184445745474203
