date,pred_momentum,signal,in_market,trade_return,portfolio_value,position_return
2024-01-03,0.0008311967249028385,1,0,0.0,9995.0,0
2024-01-04,0.002223621471785009,1,1,0.0,9946.730904454253,-0.0048293242166831925
2024-01-05,0.001356021675746888,1,1,0.0,9931.750862213705,-0.0063280778175382945
2024-01-08,0.0004622979322448373,1,1,0.0,10004.986906472324,0.00099919024235366
2024-01-09,0.0017085685103666037,1,1,0.0,9986.67789540767,-0.0008326267726193287
2024-01-10,0.0008409739239141345,1,1,0.0,10019.96694871287,0.0024979438432087622
2024-01-11,0.0005162947345525026,1,1,0.0,9955.053643982463,-0.0039966339187130885
2024-01-12,0.00034614221658557653,1,1,0.0,10051.591200138078,0.005661950989302522
2024-01-16,0.0010133293690159917,1,1,0.0,9985.013728463557,-0.000999126717002884
2024-01-17,0.0006908354716870235,1,1,0.0,9985.013728463557,-0.000999126717002884
2024-01-18,0.0009687748970463872,1,1,0.0,10013.309011064654,0.0018318170149729887
2024-01-19,0.0012678134953603148,1,1,0.0,9958.38261280657,-0.0036635705045952017
2024-01-22,0.002717878553085029,1,1,0.0,9915.106653029045,-0.007993331362776952
2024-01-23,0.0017687504296191037,1,1,0.0,9961.710946694799,-0.003330570615828091
2024-01-24,0.002416253788396716,-2,1,0.0,9800.350594966207,-0.018984169927264108
2024-01-25,0.0015953629626892507,1,0,0.0,9795.450419668725,0
2024-01-26,0.001813685055822134,1,1,0.0,9815.28913000949,0.0020252984284348627
2024-01-29,3.957189619541168e-05,0,1,0.0,9874.805891693022,0.008101258096815665
2024-01-30,0.000713611370883882,1,1,0.0,9902.911309448571,0.010970489888251582
2024-01-31,-0.0009048944339156151,-1,1,0.0,9830.210906775985,0.004050661239945939
2024-02-01,-0.002887271810323,-1,0,0.0,9825.295801322598,0
2024-02-02,-0.0004850824479945004,-1,-1,0.0,9870.528797777795,0.0046037287192012746
2024-02-05,-4.220614209771156e-05,0,-1,0.0,9951.302357878278,0.012824708701260531
2024-02-06,0.0003279001102782786,1,-1,0.0,9962.473710930564,0.014468942330332211
2024-02-07,0.000496598644531332,1,0,0.0,9957.4924740751,0
2024-02-08,0.0005018811789341271,1,1,0.0,9947.517098482369,-0.001001795945987606
2024-02-09,0.0024990030797198415,1,1,0.0,9902.62600558576,-0.005510068788119903
2024-02-12,0.0011276406876277179,1,1,0.0,9925.902727626273,-0.0031724599873985686
2024-02-13,0.0019539425848051906,1,1,0.0,9867.71028828188,-0.009016545684264594
2024-02-14,0.001548149564769119,-2,1,0.0,9852.806045232806,-0.0100183416302522
2024-02-15,0.0006947871297597885,1,0,0.0,9847.879642210191,0
2024-02-16,-0.0008904332353267819,-1,1,0.0,9849.589691432277,0.0006739834297516571
2024-02-20,-0.004132268484681845,-1,0,0.0,9844.66489658656,0
