cutoff,unique_id,ds,PatchTST-median,PatchTST-lo-95,PatchTST-lo-80,PatchTST-hi-80,PatchTST-hi-95,y,signal,strat_ret,cum_strat,cum_market
2024-12-20,RTX_price,2025-01-03,-0.00062310416,-0.022452071,-0.01431032,0.015847132,0.030414522,-0.0012075488494336297,-1,0.0012075488494336297,1.0012082782301035,0.9987931799442974
2024-12-23,RTX_price,2025-01-03,0.00059689814,-0.023219375,-0.014956551,0.01654212,0.029707978,-0.0012075488494336297,1,-0.0012075488494336297,1.0,0.9975878163032417
2024-12-24,RTX_price,2025-01-03,0.0039254306,-0.023432981,-0.013592694,0.016806815,0.029718656,-0.0012075488494336297,1,-0.0012075488494336297,0.9987931799442974,0.9963839073192023
2024-12-26,RTX_price,2025-01-03,0.0012729964,-0.023501536,-0.013792914,0.016160037,0.02479733,-0.0012075488494336297,1,-0.0012075488494336297,0.9975878163032417,0.9951814512366701
2024-12-27,RTX_price,2025-01-03,0.002854275,-0.017873567,-0.011670735,0.016087608,0.028777873,-0.0012075488494336297,1,-0.0012075488494336297,0.9963839073192023,0.9939804463022546
2024-12-30,RTX_price,2025-01-03,-0.00022959895,-0.020500813,-0.01417288,0.01498198,0.024985392,-0.0012075488494336297,-1,0.0012075488494336297,0.9975878163032417,0.9927808907646808
2024-12-31,RTX_price,2025-01-03,-0.00042702165,-0.019031242,-0.011768749,0.012295019,0.021637226,-0.0012075488494336297,-1,0.0012075488494336297,0.9987931799442974,0.9915827828747876
2025-01-03,RTX_price,2025-01-06,-0.0007631382,-0.020559289,-0.010536146,0.014212953,0.027041014,-0.015393594690353367,-1,0.015393594690353367,1.0142871452906723,0.9764356429871761
2025-01-06,RTX_price,2025-01-07,0.0040482897,-0.013044495,-0.006571576,0.015656175,0.025597049,0.0061162982730590424,1,0.0061162982730590424,1.0205098385309896,0.9824261157082713
2025-01-07,RTX_price,2025-01-08,-0.0008716318,-0.02178672,-0.013559805,0.017559217,0.028233534,0.009708630376540439,-1,-0.009708630376540439,1.0106500257984268,0.9920105784571939
2025-01-08,RTX_price,2025-01-10,0.0017627561,-0.020346712,-0.0126247015,0.014677787,0.025937226,-0.007012029404876781,1,-0.007012029404876781,1.0035881062286698,0.9850789020721087
2025-01-10,RTX_price,2025-01-13,0.0008480204,-0.016221043,-0.009150721,0.015223942,0.028700028,0.022590624653613476,1,0.022590624653613476,1.0265178114788485,1.0075857141123228
2025-01-13,RTX_price,2025-01-14,-0.0069636945,-0.032958902,-0.023748217,0.012899704,0.027520452,0.014586396846307815,-1,-0.014586396846307815,1.0116532887750942,1.0223904707315945
2025-01-14,RTX_price,2025-01-15,-0.005616186,-0.029033888,-0.023631662,0.011157724,0.022035273,-0.003185660826170613,-1,0.003185660826170613,1.0148812118309627,1.0191386637869957
2025-01-15,RTX_price,2025-01-16,-0.0049101724,-0.0236167,-0.01631721,0.0072496906,0.016749168,0.01143827079071808,-1,-0.01143827079071808,1.0033388638048295,1.0308627717316532
2025-01-16,RTX_price,2025-01-17,-0.0034608245,-0.027704714,-0.019277269,0.0130417105,0.023729883,0.005381372864717173,-1,-0.005381372864717173,0.9979540251763057,1.0364251819568606
2025-01-17,RTX_price,2025-01-21,-0.0058089616,-0.028399434,-0.018204171,0.007663777,0.019559208,0.03759662389249139,-1,-0.03759662389249139,0.9611308734988627,1.0761330331245031
2025-01-21,RTX_price,2025-01-22,-0.01000534,-0.04745998,-0.038298365,0.018343456,0.03878658,-0.010954445569168475,-1,0.010954445569168475,0.9717174082819489,1.0644089251798454
2025-01-22,RTX_price,2025-01-23,0.0011387588,-0.022454705,-0.013508719,0.019182026,0.033032566,0.015239522207749488,1,0.015239522207749488,0.9866393299921774,1.0807542396857204
2025-01-23,RTX_price,2025-01-24,-0.0033431668,-0.027052436,-0.019161452,0.0126466695,0.024256084,-0.007790236448216021,-1,0.007790236448216021,0.9943555000334082,1.0723676179132093
2025-01-24,RTX_price,2025-01-27,0.0011868677,-0.016766066,-0.011473119,0.015805874,0.02692976,-0.0020769326902462327,1,-0.0020769326902462327,0.9922924337561714,1.0701426938601486
2025-01-27,RTX_price,2025-01-28,-0.0021412496,-0.018462727,-0.013801407,0.014687931,0.02610309,0.026047228447525012,-1,-0.026047228447525012,0.9667796767804394,1.0983831411239253
2025-01-28,RTX_price,2025-01-29,-0.0018877722,-0.028898353,-0.020382306,0.013706879,0.025018405,-0.025407736638127044,-1,0.025407736638127044,0.9916580737278964,1.0708272602117173
2025-01-29,RTX_price,2025-01-30,0.0020931922,-0.018816233,-0.012148442,0.02217946,0.03642372,0.030304082737257758,1,0.030304082737257758,1.0221693350005254,1.103774393079148
2025-01-30,RTX_price,2025-01-31,-0.01169485,-0.03885963,-0.033665463,0.008972118,0.02448364,-0.0002325358822230429,-1,0.0002325358822230429,1.022407053686612,1.1035177557667264
2025-01-31,RTX_price,2025-02-03,-0.00056327647,-0.02512569,-0.017492013,0.01607674,0.029031957,0.007494224489192983,-1,-0.007494224489192983,1.0147735450475912,1.1118188317684303
2025-02-03,RTX_price,2025-02-04,-0.00043796143,-0.021389116,-0.0117670745,0.01829221,0.036435924,-0.012002280114275402,-1,0.012002280114275402,1.027026526152233,1.0985542326655395
2025-02-04,RTX_price,2025-02-05,0.0051088054,-0.018636482,-0.009765604,0.017781448,0.030439908,0.006135215746248277,1,0.006135215746248277,1.0333469241445108,1.1053148175090104
2025-02-05,RTX_price,2025-02-06,0.0026368545,-0.019285284,-0.010390576,0.015346855,0.02809455,-0.0029463096490170196,1,-0.0029463096490170196,1.0303068448377972,1.1020630105644116
2025-02-06,RTX_price,2025-02-07,0.0025002887,-0.02412096,-0.013254253,0.01651448,0.02847119,-0.006466015774923518,1,-0.006466015774923518,1.0236663564137143,1.094960042452601
2025-02-07,RTX_price,2025-02-10,0.00043250062,-0.017947208,-0.0129583385,0.011429833,0.020062013,0.0023419140323290145,1,0.0023419140323290145,1.026066504391357,1.0975273497740015
2025-02-10,RTX_price,2025-02-11,-0.0022439952,-0.021702848,-0.014548647,0.011075977,0.022990372,0.006683361811948363,-1,-0.006683361811948363,1.0192317955560626,1.1048870886549744
2025-02-11,RTX_price,2025-02-12,-0.0011692764,-0.024804786,-0.016910803,0.012836598,0.022629287,-0.01821147144685263,-1,0.01821147144685263,1.0379635550419206,1.0849475839361609
2025-02-12,RTX_price,2025-02-13,0.0031204242,-0.013180247,-0.010675619,0.022454081,0.037283137,-0.007442088165404657,1,-0.007442088165404657,1.0302676112187925,1.0769032787036195
2025-02-13,RTX_price,2025-02-14,0.008771593,-0.017719133,-0.008456959,0.025808698,0.03864405,-0.027635162756665138,1,-0.027635162756665138,1.0021858078582433,1.0475503360491272
2025-02-14,RTX_price,2025-02-18,0.007124407,-0.015095966,-0.009378422,0.024615845,0.04000365,0.010968105064461994,1,0.010968105064461994,1.0132383892285086,1.0591032189954297
2025-02-18,RTX_price,2025-02-19,0.003797655,-0.026248869,-0.012961444,0.017578578,0.031270944,0.013244121681957679,1,0.013244121681957679,1.0267470997921666,1.0732234092631328
2025-02-19,RTX_price,2025-02-20,-0.0030135727,-0.02703854,-0.020602874,0.012324122,0.024123956,-0.0023949496478712492,-1,0.0023949496478712492,1.0292090543490964,1.0706561686701026
2025-02-20,RTX_price,2025-02-21,-0.0033671744,-0.02149606,-0.0138213765,0.008538345,0.02254991,-0.009605856519948218,-1,0.009605856519948218,1.0391431250966747,1.0604208373966455
2025-02-21,RTX_price,2025-02-24,0.001226129,-0.022205971,-0.012461707,0.013634374,0.019482924,0.017208609296877803,1,0.017208609296877803,1.0571800835109129,1.0788271243495957
2025-02-24,RTX_price,2025-02-25,-0.0038592592,-0.031868163,-0.02263315,0.011080751,0.023926921,0.015112802179723427,-1,-0.015112802179723427,1.0413232524191731,1.095255048577982
2025-02-25,RTX_price,2025-02-26,-0.002603868,-0.042116493,-0.028155774,0.018327856,0.029167376,-0.00023562457881133903,-1,0.00023562457881133903,1.0415686426807842,1.0949970099697828
