epoch,ptl/val_loss,step,train_loss_epoch,train_loss_step,valid_loss
0,,0,0.14045573770999908,,
1,,1,0.13698013126850128,,
2,,2,0.13922657072544098,,
3,,3,0.12569983303546906,,
4,,4,0.13127441704273224,,
5,,5,0.13763488829135895,,
6,,6,0.10912833362817764,,
7,,7,0.12259620428085327,,
8,,8,0.12024924904108047,,
9,,9,0.1220453530550003,,
10,,10,0.11195840686559677,,
11,,11,0.10701591521501541,,
12,,12,0.11416640877723694,,
13,,13,0.1045805886387825,,
14,,14,0.10769288241863251,,
15,,15,0.11733582615852356,,
16,,16,0.1097925454378128,,
17,,17,0.10590781271457672,,
18,,18,0.11426901072263718,,
19,,19,0.11544518172740936,,
20,,20,0.11386671662330627,,
21,,21,0.10983926802873611,,
22,,22,0.1107834205031395,,
23,,23,0.11505721509456635,,
24,,24,0.11025188863277435,,
25,,25,0.10883206874132156,,
26,,26,0.11563653498888016,,
27,,27,0.10054024308919907,,
28,,28,0.11036372929811478,,
29,,29,0.10103829950094223,,
30,,30,0.10304855555295944,,
31,,31,0.10445976257324219,,
32,,32,0.11948104947805405,,
33,,33,0.11384521424770355,,
34,,34,0.11410307884216309,,
35,,35,0.10138736665248871,,
36,,36,0.08551045507192612,,
37,,37,0.09963134676218033,,
38,,38,0.10100783407688141,,
39,,39,0.11232078075408936,,
40,,40,0.09494783729314804,,
41,,41,0.09386153519153595,,
42,,42,0.097430020570755,,
43,,43,0.10737065225839615,,
44,,44,0.10126399993896484,,
45,,45,0.0992593839764595,,
46,,46,0.09888684004545212,,
47,,47,0.10319136083126068,,
48,,48,0.10515153408050537,,
49,,49,,0.09286376088857651,
49,0.1070956140756607,49,,,0.1070956140756607
49,,49,0.09286376088857651,,
50,,50,0.10110526531934738,,
51,,51,0.10669894516468048,,
52,,52,0.09168219566345215,,
53,,53,0.09758121520280838,,
54,,54,0.09578802436590195,,
55,,55,0.09161008149385452,,
56,,56,0.10116828233003616,,
57,,57,0.10555647313594818,,
58,,58,0.1048913449048996,,
59,,59,0.09662105143070221,,
60,,60,0.09563007205724716,,
61,,61,0.08823758363723755,,
62,,62,0.09935125708580017,,
63,,63,0.09595091640949249,,
64,,64,0.08836467564105988,,
65,,65,0.09514562040567398,,
66,,66,0.0908510759472847,,
67,,67,0.08889437466859818,,
68,,68,0.0992402657866478,,
69,,69,0.10080826282501221,,
70,,70,0.09287592023611069,,
71,,71,0.09176113456487656,,
72,,72,0.0939544066786766,,
73,,73,0.08714286237955093,,
74,,74,0.07678519189357758,,
75,,75,0.09685070812702179,,
76,,76,0.09044668078422546,,
77,,77,0.09070481359958649,,
78,,78,0.0879581868648529,,
79,,79,0.09434524923563004,,
80,,80,0.09519416093826294,,
81,,81,0.10201076418161392,,
82,,82,0.07304616272449493,,
83,,83,0.08925702422857285,,
84,,84,0.08841387927532196,,
85,,85,0.08788878470659256,,
86,,86,0.08935533463954926,,
87,,87,0.09183394908905029,,
88,,88,0.09038440883159637,,
89,,89,0.08331040292978287,,
90,,90,0.08698784559965134,,
91,,91,0.08379079401493073,,
92,,92,0.08937028795480728,,
93,,93,0.08556554466485977,,
94,,94,0.09515243023633957,,
95,,95,0.0786464735865593,,
96,,96,0.0761180967092514,,
97,,97,0.07500194758176804,,
98,,98,0.07147012650966644,,
99,,99,,0.08836572617292404,
99,0.09190890192985535,99,,,0.09190890192985535
99,,99,0.08836572617292404,,
100,,100,0.07710810005664825,,
101,,101,0.08065982908010483,,
102,,102,0.07650132477283478,,
103,,103,0.08877866715192795,,
104,,104,0.08023091405630112,,
105,,105,0.08392862230539322,,
106,,106,0.08721182495355606,,
107,,107,0.08426536619663239,,
108,,108,0.06844571232795715,,
109,,109,0.07110228389501572,,
110,,110,0.07748506218194962,,
111,,111,0.08046204596757889,,
112,,112,0.07598280906677246,,
113,,113,0.0663013607263565,,
114,,114,0.08347900211811066,,
115,,115,0.07899948954582214,,
116,,116,0.0745467022061348,,
117,,117,0.07061336189508438,,
118,,118,0.07349551469087601,,
119,,119,0.0799405574798584,,
120,,120,0.07192759960889816,,
121,,121,0.07150429487228394,,
122,,122,0.06688462942838669,,
123,,123,0.0758071169257164,,
124,,124,0.07226918637752533,,
125,,125,0.07851921766996384,,
126,,126,0.06293091922998428,,
127,,127,0.06684330105781555,,
128,,128,0.07197438925504684,,
129,,129,0.06336528062820435,,
130,,130,0.07259704917669296,,
131,,131,0.06002238020300865,,
132,,132,0.07258965075016022,,
133,,133,0.06277643144130707,,
134,,134,0.06995841860771179,,
135,,135,0.06310899555683136,,
136,,136,0.06636727601289749,,
137,,137,0.06438682973384857,,
138,,138,0.06211420148611069,,
139,,139,0.062358349561691284,,
140,,140,0.06048357114195824,,
141,,141,0.0678277239203453,,
142,,142,0.06604612618684769,,
143,,143,0.06109267845749855,,
144,,144,0.06062750518321991,,
145,,145,0.05637272074818611,,
146,,146,0.05210891366004944,,
147,,147,0.06228722259402275,,
148,,148,0.056393127888441086,,
149,,149,,0.05938103422522545,
149,0.06921108067035675,149,,,0.06921108067035675
149,,149,0.05938103422522545,,
150,,150,0.058705251663923264,,
151,,151,0.05525483563542366,,
152,,152,0.05695847049355507,,
153,,153,0.05339386686682701,,
154,,154,0.056818313896656036,,
155,,155,0.055597785860300064,,
156,,156,0.05906397104263306,,
157,,157,0.0566287562251091,,
158,,158,0.05492263287305832,,
159,,159,0.05883233994245529,,
160,,160,0.05391781032085419,,
161,,161,0.05399290844798088,,
162,,162,0.05839042738080025,,
163,,163,0.04988459125161171,,
164,,164,0.05079035088419914,,
165,,165,0.05474742874503136,,
166,,166,0.05867009609937668,,
167,,167,0.06377431005239487,,
168,,168,0.0517229363322258,,
169,,169,0.046518683433532715,,
170,,170,0.056655433028936386,,
171,,171,0.05101007968187332,,
172,,172,0.04893556237220764,,
173,,173,0.05277586355805397,,
174,,174,0.05911014601588249,,
175,,175,0.05366385728120804,,
176,,176,0.05399547889828682,,
177,,177,0.055576324462890625,,
178,,178,0.05671028792858124,,
179,,179,0.052062612026929855,,
180,,180,0.04915987700223923,,
181,,181,0.0478266179561615,,
182,,182,0.04913133382797241,,
183,,183,0.05284944549202919,,
184,,184,0.04621631279587746,,
185,,185,0.05277952179312706,,
186,,186,0.04984469339251518,,
187,,187,0.044970013201236725,,
188,,188,0.04952044039964676,,
189,,189,0.05164714902639389,,
190,,190,0.04574241861701012,,
191,,191,0.04400761425495148,,
192,,192,0.04700580611824989,,
193,,193,0.04820716753602028,,
194,,194,0.05372462049126625,,
195,,195,0.04586813598871231,,
196,,196,0.05416189879179001,,
197,,197,0.05250163376331329,,
198,,198,0.055426135659217834,,
199,,199,,0.05515489727258682,
199,0.05847373604774475,199,,,0.05847373604774475
199,,199,0.05515489727258682,,
200,,200,0.051577482372522354,,
201,,201,0.05240216106176376,,
202,,202,0.05015441030263901,,
203,,203,0.050966523587703705,,
204,,204,0.04847735911607742,,
205,,205,0.04327026382088661,,
206,,206,0.05250037834048271,,
207,,207,0.04715045541524887,,
208,,208,0.04954437538981438,,
209,,209,0.04758680239319801,,
210,,210,0.05014203116297722,,
211,,211,0.049487318843603134,,
212,,212,0.04625023156404495,,
213,,213,0.04893382266163826,,
214,,214,0.04569704830646515,,
215,,215,0.05286514014005661,,
216,,216,0.05047639086842537,,
217,,217,0.049236781895160675,,
218,,218,0.045245666056871414,,
219,,219,0.0443565770983696,,
220,,220,0.048610035330057144,,
221,,221,0.049215156584978104,,
222,,222,0.046180032193660736,,
223,,223,0.05206504091620445,,
224,,224,0.04494667798280716,,
225,,225,0.051693323999643326,,
226,,226,0.0507466122508049,,
227,,227,0.04766075313091278,,
228,,228,0.05237375199794769,,
229,,229,0.04521718993782997,,
230,,230,0.038517046719789505,,
231,,231,0.05096422880887985,,
232,,232,0.04944128915667534,,
233,,233,0.05334090068936348,,
234,,234,0.04644371569156647,,
235,,235,0.048442818224430084,,
236,,236,0.04521482065320015,,
237,,237,0.05041717365384102,,
238,,238,0.049281638115644455,,
239,,239,0.049698323011398315,,
240,,240,0.049167945981025696,,
241,,241,0.051755357533693314,,
242,,242,0.04581577330827713,,
243,,243,0.049810364842414856,,
244,,244,0.050649240612983704,,
245,,245,0.043423525989055634,,
246,,246,0.049461815506219864,,
247,,247,0.05038021504878998,,
248,,248,0.05078674852848053,,
249,,249,,0.051418203860521317,
249,0.056136053055524826,249,,,0.056136053055524826
249,,249,0.051418203860521317,,
250,,250,0.04820225015282631,,
251,,251,0.04581594839692116,,
252,,252,0.049900759011507034,,
253,,253,0.04933004081249237,,
254,,254,0.054363008588552475,,
255,,255,0.041451770812273026,,
256,,256,0.0487070195376873,,
257,,257,0.04756953939795494,,
258,,258,0.0507480651140213,,
259,,259,0.05395639315247536,,
260,,260,0.05143887549638748,,
261,,261,0.0469089113175869,,
262,,262,0.047043681144714355,,
263,,263,0.0514771044254303,,
