number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 13:50:31.069000,2026-02-24 13:50:47.084519,0 days 00:00:16.015519,0.07515753194620588,1,64,50,0.00029394067498557765,32,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 13:50:47.084560,2026-02-24 13:51:09.500862,0 days 00:00:22.416302,0.2819820007695165,2,128,100,0.00010351300237400545,256,2,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 13:51:09.500904,2026-02-24 13:51:25.505474,0 days 00:00:16.004570,0.06950038062447404,1,32,80,0.00027391614390326314,32,4,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 13:51:25.505513,2026-02-24 13:51:46.771379,0 days 00:00:21.265866,0.045205834231543694,2,128,60,0.0004841313651283581,32,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 13:51:46.771420,2026-02-24 13:52:23.785769,0 days 00:00:37.014349,0.13108959010780147,5,32,90,0.00048623645113286807,128,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 13:52:23.785810,2026-02-24 13:52:50.342394,0 days 00:00:26.556584,0.2718534377193895,3,32,50,0.000274331102073653,256,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 13:52:50.342433,2026-02-24 13:53:16.581507,0 days 00:00:26.239074,0.1836726886728931,3,64,70,0.0001928496602577731,32,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-24 13:53:16.581547,2026-02-24 13:53:32.406492,0 days 00:00:15.824945,0.26484094281147974,1,64,20,0.0002733842978477574,64,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 13:53:32.406532,2026-02-24 13:54:09.332600,0 days 00:00:36.926068,0.05190463648161272,5,32,140,0.0006076620999847282,256,4,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 13:54:09.332642,2026-02-24 13:54:45.858955,0 days 00:00:36.526313,0.29941239568874206,5,128,130,0.00022322751956530023,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 13:55:07.279748,2026-02-24 13:55:28.781573,0 days 00:00:21.501825,0.20794626966445198,2,128,110,0.0001052797165909124,256,2,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 13:55:28.781615,2026-02-24 13:55:44.661996,0 days 00:00:15.880381,0.09227377720596786,1,128,100,0.000122127673998764,128,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 13:55:44.662037,2026-02-24 13:56:06.216972,0 days 00:00:21.554935,0.0030489263528342136,2,64,40,0.00016821403542242145,512,2,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
15,0.5,2026-02-24 13:56:32.861470,2026-02-24 13:56:48.781216,0 days 00:00:15.919746,0.22767496506305918,1,64,40,0.0003822236404512356,256,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 13:56:48.781256,2026-02-24 13:57:20.096172,0 days 00:00:31.314916,0.14722842279683065,4,64,80,0.0007032620805874649,32,2,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
20,0.5,2026-02-24 13:58:18.480448,2026-02-24 13:58:45.098638,0 days 00:00:26.618190,0.23714060996364622,3,128,70,0.00010498126812220138,512,2,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-24 13:58:02.507393,2026-02-24 13:58:18.480408,0 days 00:00:15.973015,0.16834711405708172,1,64,40,0.0001870314351983092,64,8,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-24 13:57:30.725449,2026-02-24 13:58:02.507354,0 days 00:00:31.781905,0.09252416252449339,4,128,60,0.00014417013326229987,128,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
42,0.5,2026-02-24 14:05:58.193837,2026-02-24 14:06:35.429873,0 days 00:00:37.236036,0.06211016453774775,5,32,100,0.0006055734267829217,128,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
35,0.5,2026-02-24 14:03:18.101292,2026-02-24 14:03:44.424483,0 days 00:00:26.323191,0.03802854561929473,3,128,50,0.0005585500949267419,64,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
36,0.5,2026-02-24 14:03:44.424524,2026-02-24 14:04:00.866502,0 days 00:00:16.441978,0.2971214569778857,1,64,70,0.0002490574977792254,256,4,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
21,0.5,2026-02-24 13:58:45.098701,2026-02-24 13:59:00.940890,0 days 00:00:15.842189,0.06620872447498304,1,32,90,0.0002658189393794997,32,4,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
22,0.5,2026-02-24 13:59:00.940930,2026-02-24 13:59:16.901798,0 days 00:00:15.960868,0.0952370826450376,1,32,80,0.0004120295358235425,32,4,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
23,0.5,2026-02-24 13:59:16.901840,2026-02-24 13:59:38.070701,0 days 00:00:21.168861,0.04702368637967706,2,32,110,0.00023657515443701292,32,4,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
24,0.5,2026-02-24 13:59:38.070743,2026-02-24 13:59:54.037493,0 days 00:00:15.966750,0.026444719508643848,1,32,90,0.00035753884608875577,32,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
25,0.5,2026-02-24 13:59:54.037534,2026-02-24 14:00:15.305020,0 days 00:00:21.267486,0.113878400930955,2,32,70,0.0002954373384956747,256,4,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
