date,pred_momentum,signal,in_market,trade_return,portfolio_value,position_return
2024-01-03,0.00011137910187244415,0,0,0.0,10000.0,0
2024-01-04,0.0015955247450619935,1,0,0.0,9995.0,0
2024-01-05,0.0014712468720972538,1,1,0.0,9973.27156032794,-0.0021739309326724424
2024-01-08,0.000689825788140297,1,1,0.0,10046.813775344055,0.005183969519165058
2024-01-09,0.0008728864835575223,1,1,0.0,10028.428221590028,0.003344494406205683
2024-01-10,0.0011844780296087266,1,1,0.0,10061.856443180051,0.006688988812411366
2024-01-11,0.00026979073882102964,1,1,0.0,9996.671761754164,0.00016725980531902767
2024-01-12,0.00023189382627606392,1,1,0.0,10093.612903015914,0.009866223413298023
2024-01-16,0.001015409454703331,1,1,0.0,10026.757097426158,0.0031772983918116437
2024-01-17,0.00044615280494326727,1,1,0.0,10026.757097426158,0.0031772983918116437
2024-01-18,0.0016673978418111802,1,1,0.0,10055.170671343987,0.0060200771729852325
2024-01-19,0.0015770589932799339,1,1,0.0,10000.014647672195,0.0005017156250320948
2024-01-22,0.0020942864939570427,1,1,0.0,9956.557768328074,-0.00384614624031279
2024-01-23,0.0014712159056216479,1,1,0.0,10003.356895999932,0.0008361076538201738
2024-01-24,0.0015053540468215943,-2,1,0.0,9841.321960852498,-0.014882933127144053
2024-01-25,0.0013950689230114222,1,0,0.0,9836.401299872072,0
2024-01-26,0.000960351899266243,1,1,0.0,9856.322947966157,0.0020252984284348627
2024-01-29,-2.964390441775322e-05,0,1,0.0,9916.088525546187,0.008101258096815665
2024-01-30,8.099959231913089e-05,0,1,0.0,9944.311440869104,0.010970489888251582
2024-01-31,0.0003054717555642128,1,1,0.0,9876.245229358019,0.004050661239945939
2024-02-01,-0.0030228573828935622,-1,1,0.0,10118.545736541266,0.029198304510317775
2024-02-02,-0.0005024609621614218,-1,0,0.0,10113.486463672996,0
2024-02-05,-0.0003792800009250641,-1,-1,0.0,10170.435567349978,0.005631006071105122
2024-02-06,-4.6630087308585646e-05,0,-1,0.0,10187.185679579354,0.00728722149093504
2024-02-07,0.0007088690879754722,1,-1,0.0,10173.72089883695,0.006459082191940931
2024-02-08,0.0009970399551093578,1,0,0.0,10168.634038387532,0
2024-02-09,0.0024983822368085384,1,1,0.0,10184.02295038148,0.001513370619480652
2024-02-12,0.00025617938954383137,1,1,0.0,10207.961112979616,0.0038674884398061694
2024-02-13,0.0007360868155956268,1,1,0.0,10148.115054218262,-0.0020178702559073606
2024-02-14,0.0021361600141972304,1,1,0.0,10137.856214399639,-0.003026741238961304
2024-02-15,-0.00010230033658444881,0,1,0.0,10156.664957088464,-0.0011770589101627587
2024-02-16,-0.0014287725323811173,-1,1,0.0,10149.877238250216,-0.0013452468372715735
2024-02-20,-0.0029461134225130083,-1,0,0.0,10144.802299631092,0
2024-02-21,-0.0017918730154633522,-1,-1,0.0,10103.218425141658,-0.004099032515492868
2024-02-22,-0.0020695822080597282,-1,-1,0.0,10118.188645338636,-0.002623378308064535
2024-02-23,-0.0014283481985330581,-1,-1,0.0,10109.871997344664,-0.0034431723019086057
2024-02-26,-0.0005678522400557994,-1,-1,0.0,10191.376670532565,0.004590958948817322
2024-02-27,0.0007267833687365055,1,-1,0.0,10247.794166797894,0.010657509558790463
2024-02-28,0.000370099360588938,1,0,0.0,10242.670269714496,0
2024-02-29,0.0018359480425715446,1,1,0.0,10186.662631658657,-0.005468070003331144
2024-03-01,0.0031190190464258196,-2,1,0.0,10098.447240886919,-0.013587402080479686
2024-03-04,0.0016644809860736133,1,0,0.0,10093.398017266476,0
2024-03-05,0.0011583945713937282,1,1,0.0,10027.692474348123,-0.006509754475742734
2024-03-06,0.0011991460341960192,1,1,0.0,10032.746549131076,-0.006009023723392869
2024-03-07,-0.0002130465116351843,-1,1,0.0,10009.20697763792,-0.007845121380407202
2024-03-08,-0.0004522654693573713,-1,0,0.0,10004.202374149101,0
2024-03-11,-0.0017742361873388291,-1,-1,0.0,9927.22073831834,-0.007694929885633102
2024-03-12,-0.0009138863533735275,-2,-1,0.0,9878.768079091175,-0.012044182592932358
2024-03-13,-0.0010652130469679833,-1,0,0.0,9873.82869505163,0
2024-03-14,-0.00014437232166528702,0,-1,0.0,9886.868053771483,0.0013205980296566572
2024-03-15,0.0001058751717209816,0,-1,0.0,9987.92059684696,0.01155498088117615
2024-03-18,0.0005862046498805284,1,-1,0.0,9942.199946706953,0.007428206492868947
2024-03-19,7.058121263980865e-05,0,0,0.0,9942.199946706953,0
2024-03-20,-0.0005689280107617379,-1,0,0.0,9937.2288467336,0
2024-03-21,0.0010688245762139558,1,-1,0.0,9947.020881520602,0.0014861319443031536
2024-03-22,0.0009290064917877316,1,0,0.0,9942.047371079843,0
2024-03-25,0.0006579514010809362,1,1,0.0,9928.896840751839,-0.0013227185344397217
2024-03-26,-0.00017685829661786556,0,1,0.0,9951.910739137122,0.0009920862061037806
2024-03-27,-0.0002851223573088646,-1,1,0.0,10027.443153793873,0.009093902798006039
2024-03-28,-0.0007449891185387969,-1,0,0.0,10022.429432216977,0
2024-04-01,-5.778679624199867e-05,0,-1,0.0,10104.338792973953,0.00817260538584372
2024-04-02,0.0008089241571724414,1,-1,0.0,10186.06693414462,0.016835547142188195
2024-04-03,0.0014075977727770806,1,0,0.0,10180.973900677547,0
