date,pred_momentum,signal,in_market,trade_return,portfolio_value,position_return
2022-01-04,-0.0003828462213277817,-1,0,0.0,9995.0,0
2022-01-05,-0.005247662775218487,-2,-1,0.0,9873.62690748861,-0.011649205544382184
2022-01-06,-0.001609181985259056,-1,0,0.0,9868.690094034866,0
2022-01-07,0.001232146518304944,1,-1,0.0,9855.57363387121,-0.0008295131514665195
2022-01-10,0.0023572291247546673,1,0,0.0,9850.645847054275,0
2022-01-11,0.004242422059178352,1,1,0.0,9853.906105621443,0.0003309690164267441
2022-01-12,0.005115889944136143,1,1,0.0,9868.576958258327,0.0018202980274044619
2022-01-13,-0.0017629340291023254,-1,1,0.0,9922.296738621466,0.0077776140713153325
2022-01-14,0.0017121825367212296,1,0,0.0,9917.335590252156,0
2022-01-18,0.0018555838614702225,1,1,0.0,9891.348493208476,-0.002620370845292788
2022-01-19,-0.002007739618420601,-1,1,0.0,9902.636401419542,-0.0009826624949481502
2022-01-20,0.006217457819730043,1,0,0.0,9897.685083218834,0
2022-01-21,0.0005979472771286964,-2,1,0.0,9790.699007354153,-0.010314359024706597
2022-01-24,0.004353919066488743,1,0,0.0,9785.803657850476,0
2022-01-25,0.00738944485783577,1,1,0.0,9861.636890282341,0.007749310642568268
2022-01-26,0.005735401995480061,1,1,0.0,9825.368549174662,0.004043090655354187
2022-01-27,-0.00028205820126459,-1,1,0.0,9828.695005428093,0.004885460117006326
2022-01-28,-0.0024453382939100266,-1,0,0.0,9823.78065792538,0
2022-01-31,-0.0003353280480951071,-2,-1,0.0,9703.257027567306,-0.01177444599429263
2022-02-01,-0.005445979535579681,-1,0,0.0,9698.405399053523,0
2022-02-02,0.0018605170771479607,1,-1,0.0,9604.008111931702,-0.009237898105545287
2022-02-03,0.0017802398651838303,1,0,0.0,9599.206107875736,0
2022-02-04,-0.004701571073383093,-1,1,0.0,9511.709152462308,-0.008619329639402862
2022-02-07,0.001077897846698761,1,0,0.0,9506.953297886077,0
2022-02-08,0.003615333465859294,1,1,0.0,9533.092139953482,0.002749444669431165
2022-02-09,-0.002064034342765808,-2,1,0.0,9380.790370549867,-0.01277698353763526
2022-02-10,0.0012307153083384037,1,0,0.0,9376.099975364592,0
2022-02-11,0.0013288427144289017,-2,1,0.0,9146.874362532799,-0.02395984347204763
2022-02-14,0.0028080132324248552,1,0,0.0,9142.300925351534,0
2022-02-15,0.00484739663079381,1,1,0.0,9134.802433256544,-0.0008201974706604345
2022-02-16,0.0011433647014200687,1,1,0.0,9133.302963676855,-0.0009842119339701924
2022-02-17,-0.014152493327856064,-1,1,0.0,9311.610439320562,0.019028869173778863
2022-02-18,-0.0025438261218369007,-1,0,0.0,9306.954634100903,0
2022-02-22,-0.00014728959649801254,0,-1,0.0,9329.316597733396,0.0024027154436273537
2022-02-23,0.009676897898316383,1,-1,0.0,9427.464289138812,0.013455072056410836
2022-02-24,0.010433733463287354,1,0,0.0,9422.750556994244,0
2022-02-25,-0.003502868115901947,-1,1,0.0,9713.222211012933,0.03134230210788007
2022-02-28,-0.0009193988516926765,-1,0,0.0,9708.365599907427,0
2022-03-01,0.0018708482384681702,1,-1,0.0,9730.057590095093,0.002735728526151733
2022-03-02,-0.0036574662663042545,-1,0,0.0,9725.192561300046,0
2022-03-03,0.0013856557197868824,1,-1,0.0,9742.065155069198,0.0022360547561676727
2022-03-04,0.0027556009590625763,1,0,0.0,9737.194122491665,0
2022-03-07,0.015254644677042961,-2,1,0.0,9586.364731561122,-0.014997524845208242
2022-03-08,0.013503558933734894,1,0,0.0,9581.571549195342,0
2022-03-09,0.00916371401399374,-2,1,0.0,9439.100433367892,-0.014376472997975825
2022-03-10,0.011561544612050056,1,0,0.0,9434.380883151209,0
2022-03-11,0.009077196940779686,1,1,0.0,9427.869774132561,-0.0006901469316630803
2022-03-14,0.00022013671696186066,1,1,0.0,9528.790101121001,0.01000693306101291
2022-03-15,-0.00864473357796669,-1,1,0.0,9699.733405240719,0.028640439503678655
2022-03-16,0.002795353764668107,1,0,0.0,9694.883538538099,0
2022-03-17,-0.0017059734091162682,-1,1,0.0,9792.705676066447,0.010595376350749934
2022-03-18,0.0017935419455170631,1,0,0.0,9787.809323228415,0
2022-03-21,0.00031676003709435463,1,1,0.0,9800.752177242835,0.0013223443149535123
2022-03-22,-0.0072476500645279884,-1,1,0.0,9831.425619588255,0.00495866507538094
2022-03-23,-0.0024301018565893173,-1,0,0.0,9826.509906778461,0
2022-03-24,-0.008212145417928696,-1,-1,0.0,9771.414014605985,-0.005606862731036413
2022-03-25,0.0023423833772540092,-2,-1,0.0,9677.447326075084,-0.014676771085198345
2022-03-28,-0.004918681923300028,-1,0,0.0,9672.608602412047,0
2022-03-29,0.001278294250369072,1,-1,0.0,9675.542451560359,0.0008037170518625914
2022-03-30,0.004172952845692635,1,0,0.0,9670.70468033458,0
2022-03-31,0.01029382087290287,1,1,0.0,9636.510421366533,-0.0035358601155077067
2022-04-01,-0.0036227283999323845,-1,1,0.0,9766.84639029776,0.010446764680637132
2022-04-04,-0.002888844348490238,-1,0,0.0,9761.962967102612,0
2022-04-05,-0.0028319661505520344,-1,-1,0.0,9751.01209511747,-0.0011217899537260116
2022-04-06,0.003527343273162842,-2,-1,0.0,9647.628020127575,-0.011217899537260117
2022-04-07,-0.007411306258291006,-1,0,0.0,9642.804206117511,0
2022-04-08,0.0021683513186872005,1,-1,0.0,9584.84297941895,-0.005513583669538085
2022-04-11,0.0005415984196588397,1,0,0.0,9580.050557929242,0
2022-04-12,0.004098094534128904,1,1,0.0,9606.835461588666,0.0027959042071289456
2022-04-13,-0.003186627756804228,-1,1,0.0,9627.317068409171,0.005436565990177065
2022-04-14,-0.003507401328533888,-1,0,0.0,9622.503409874967,0
2022-04-18,-0.002878220286220312,-1,-1,0.0,9671.528737886216,0.005094862108433997
2022-04-19,-0.0007359534502029419,-1,-1,0.0,9577.933693368404,-0.004631821326332084
2022-04-20,-0.009047992527484894,-2,-1,0.0,9440.988780956852,-0.01837274205777868
2022-04-21,-0.002736025955528021,-1,0,0.0,9436.268286566374,0
2022-04-22,0.002388041466474533,1,-1,0.0,9550.015704470283,0.012560560049267784
2022-04-25,0.001380734145641327,1,0,0.0,9545.240696618048,0
2022-04-26,-0.005558166652917862,-1,1,0.0,9472.031582318765,-0.00717328472815681
2022-04-27,0.004162052646279335,1,0,0.0,9467.295566527606,0
2022-04-28,-0.0007469095289707184,-1,1,0.0,9686.46707440062,0.023662213000978392
2022-04-29,-0.007879963144659996,-1,0,0.0,9681.62384086342,0
2022-05-02,-0.0031944001093506813,-1,-1,0.0,9954.512775875732,0.028186277374310165
2022-05-03,0.009497348219156265,1,-1,0.0,10002.899657781345,0.03370093427360636
2022-05-04,0.0031174812465906143,1,0,0.0,9997.898207952456,0
2022-05-05,0.00847532320767641,1,1,0.0,9970.078998482215,-0.0027825057718743897
2022-05-06,-0.0009197634644806385,-1,1,0.0,10000.622233036529,0.0007728461968843672
2022-05-09,0.006223438307642937,1,0,0.0,9995.621921920012,0
2022-05-10,-0.0018864967860281467,-1,1,0.0,9914.726677283172,-0.0075968661049539725
2022-05-11,0.0060680885799229145,1,0,0.0,9909.769313944531,0
2022-05-12,0.0022259759716689587,1,1,0.0,9963.827978857309,0.005455088125685231
2022-05-13,0.004384114407002926,1,1,0.0,10150.717179493211,0.02431417502419859
2022-05-16,-0.0014289217069745064,-1,1,0.0,10182.691917044069,0.02805478989438236
2022-05-17,-0.00204136548563838,-1,0,0.0,10177.600571085548,0
