number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 04:19:48.495056,2026-02-24 04:20:24.000849,0 days 00:00:35.505793,0.28968828416925735,5,128,70,0.0005503925408239635,128,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 04:20:24.000891,2026-02-24 04:20:39.083032,0 days 00:00:15.082141,0.280906965268408,1,32,20,0.00011469200348258224,512,4,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 04:20:39.083072,2026-02-24 04:21:04.513735,0 days 00:00:25.430663,0.017299820286753673,3,64,90,0.00036274392372027774,256,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 04:21:35.334868,2026-02-24 04:22:11.003832,0 days 00:00:35.668964,0.06403784701089284,5,32,110,0.00019524975789322443,256,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 04:22:11.003874,2026-02-24 04:22:46.691924,0 days 00:00:35.688050,0.1991078420220703,5,64,30,0.0002210996193374435,128,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 04:22:46.691964,2026-02-24 04:23:12.392365,0 days 00:00:25.700401,0.18518160084153487,3,128,130,0.0001996185295532099,512,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 04:23:47.947577,2026-02-24 04:24:18.640494,0 days 00:00:30.692917,0.15908366319719883,4,32,30,0.0006366033018840708,32,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-24 04:23:12.392405,2026-02-24 04:23:47.947537,0 days 00:00:35.555132,0.06033107140195917,5,128,40,0.0007145290003446787,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 04:24:18.640532,2026-02-24 04:25:27.859672,0 days 00:01:09.219140,0.1109151785218709,5,64,140,0.00048585031695414795,64,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 04:25:27.859729,2026-02-24 04:25:48.323302,0 days 00:00:20.463573,0.29418477007256266,2,128,60,0.0009635373454266727,128,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 04:26:39.004033,2026-02-24 04:26:59.488091,0 days 00:00:20.484058,0.2439199610768687,2,128,100,0.00014782741965251722,32,4,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 04:25:48.323341,2026-02-24 04:26:03.349464,0 days 00:00:15.026123,0.2945077018522433,1,32,70,0.00011146596463612696,512,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 04:26:03.349506,2026-02-24 04:26:18.567386,0 days 00:00:15.217880,0.23989916731323152,1,32,50,0.00010364775702481884,512,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 04:26:18.567426,2026-02-24 04:26:39.003995,0 days 00:00:20.436569,0.24961561140405508,2,32,20,0.00032544981797168876,128,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
