number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,state
21,0.625,2026-02-24 15:40:27.008792,2026-02-24 15:41:07.418628,0 days 00:00:40.409836,0.07051366342617169,3,64,20,0.0009995726209445148,64,8,4,8,COMPLETE
0,0.5,2026-02-24 15:27:29.051762,2026-02-24 15:28:03.535662,0 days 00:00:34.483900,0.08616343863316218,2,32,50,0.00027142453572620036,512,2,16,4,COMPLETE
2,0.5,2026-02-24 15:28:36.678990,2026-02-24 15:29:15.938590,0 days 00:00:39.259600,0.07587809205355267,3,64,20,0.0009526790521758533,64,8,4,8,COMPLETE
3,0.5,2026-02-24 15:29:15.938657,2026-02-24 15:30:00.390144,0 days 00:00:44.451487,0.1661813098664149,4,64,100,0.00011779331040519538,64,8,16,8,COMPLETE
4,0.5,2026-02-24 15:30:00.390210,2026-02-24 15:30:45.955780,0 days 00:00:45.565570,0.2822755581404106,4,32,60,0.0006404450827053219,64,2,8,4,COMPLETE
5,0.5,2026-02-24 15:30:45.955859,2026-02-24 15:31:14.030668,0 days 00:00:28.074809,0.2976650245192772,1,32,130,0.000559970890912096,128,8,16,8,COMPLETE
6,0.5,2026-02-24 15:31:14.030711,2026-02-24 15:31:54.059331,0 days 00:00:40.028620,0.17185105281247093,5,64,20,0.00010524040157377266,256,4,16,4,COMPLETE
7,0.5,2026-02-24 15:31:54.059380,2026-02-24 15:32:18.345634,0 days 00:00:24.286254,0.261278115429444,1,32,50,0.00041428349317239836,128,2,4,4,COMPLETE
8,0.5,2026-02-24 15:32:18.345684,2026-02-24 15:33:04.002593,0 days 00:00:45.656909,0.16371843765395958,4,32,50,0.00018690407417683142,32,4,4,8,COMPLETE
9,0.5,2026-02-24 15:33:04.002687,2026-02-24 15:33:32.461999,0 days 00:00:28.459312,0.07614964341844739,1,32,80,0.00010138525005100603,128,2,8,8,COMPLETE
13,0.5,2026-02-24 15:35:27.840542,2026-02-24 15:36:16.073404,0 days 00:00:48.232862,0.11379745585015849,3,64,110,0.0003277312046428839,256,8,16,2,COMPLETE
12,0.5,2026-02-24 15:34:54.798723,2026-02-24 15:35:27.840480,0 days 00:00:33.041757,0.012333831173144356,2,64,70,0.00031515838317878054,512,2,8,4,COMPLETE
15,0.5,2026-02-24 15:36:49.033881,2026-02-24 15:37:28.091851,0 days 00:00:39.057970,0.13109978297365235,3,32,70,0.00014783809045821984,512,2,16,4,COMPLETE
14,0.5,2026-02-24 15:36:16.073466,2026-02-24 15:36:49.033803,0 days 00:00:32.960337,0.043619325870229896,2,128,40,0.00028873184857434217,32,4,8,4,COMPLETE
