THRESHOLD,STOPLOSS_THRESHOLD,TRAILING_STOP_THRESHOLD,yield_pct
0.00447298784755663,-0.11121691005054585,0.9361404681141685,-36.7659130734168
0.005851009741425514,-0.14761235418729485,0.41082579726353285,0.5149648220188041
0.01708478631172329,-0.08176705054007469,0.9411038273479788,-10.488162788298194
0.011843137187883258,-0.19573486351408065,0.575792854046449,20.8419788720829
0.001889488565735519,-0.028253139080479744,0.7754819651134311,-36.161558190783
0.004223161875270307,-0.2354484507627785,0.8434811654966323,-47.43077651098145
0.014250739330425859,-0.05367617418989537,0.30466882800683376,-11.506372595055526
0.01941819688398391,-0.16587606228888035,0.6687097663991153,0.0
0.008258928980678319,-0.11426515843719243,0.48009464512579136,8.289276265040769
0.010466830056160687,-0.2131107055209577,0.6259682836942374,20.8419788720829
0.018100852859206498,-0.04540480526164173,0.5227567240130155,-5.784525493112014
0.013823947260156275,-0.15959722246974706,0.806174863455817,9.822870258946303
0.004946905954740941,-0.09352687932550907,0.3418957262299955,-14.889856992863459
0.0026132326452061533,-0.18459911457262934,0.6193670792039483,-41.58719854005606
0.011416345117613674,-0.13276317122392356,0.731828297395259,20.8419788720829
0.01576744228694588,-0.24518767041154205,0.44967895308509465,9.822870258946303
0.008058910816907882,-0.06319121801294386,0.9021712289657442,-29.26084388646273
0.0074034973978996275,-0.23639094385318457,0.539699681289494,-15.15208990115805
0.016410710901953278,-0.07248892447911201,0.6497296987567096,-10.488162788298194
0.010872222451493142,-0.19006530695594848,0.36439780914224684,20.8419788720829
0.003145138028077781,-0.12779972207732498,0.8243770947679876,-45.005287436152905
0.005487545087002218,-0.15037979545071722,0.7159109864849597,-9.97937624146209
0.013288558343425391,-0.10234861036762594,0.5947387818247079,-10.488162788298194
0.0187527827443555,-0.21815531320869924,0.8813393890857695,0.0
0.009820077907294035,-0.039962741695344445,0.4299650878179818,-14.588582056242561
0.008762427028268575,-0.17106105169281363,0.9236965604126453,18.890201562998964
0.01891988563258201,-0.10857041360810399,0.3875286676455289,0.0
0.014939819360151887,-0.22637140031903982,0.7534677427727728,9.822870258946303
0.00353934112098068,-0.06224521882832049,0.5571027766913175,-49.338017602600125
0.0011969340620562434,-0.2013975831028074,0.3204144383314997,-26.3425660324338
0.012523483468219639,-0.022980849472805848,0.8682811779901385,-11.082808777759167
0.01657781379017979,-0.13901216340251266,0.5010721454396844,9.822870258946303
0.006345846518874168,-0.09075592511333525,0.688277947017923,-23.082065406691974
0.006869973459281027,-0.1993527802452445,0.7923787594772875,-18.43070320181328
0.016953503124415875,-0.031759438291192044,0.3563463838305324,-4.568294471527912
0.012602379377000032,-0.14415587415918707,0.6423037407454102,9.822870258946303
0.0014242675062268973,-0.07797297270968556,0.5057666745968162,-29.655396923105883
0.003757388161495328,-0.16949444812722503,0.453001695452258,-44.020720729768705
0.015009428865276276,-0.11777099453844128,0.8981938554905353,9.822870258946303
0.0192863066829741,-0.23199150077067315,0.6135056036524473,0.0
0.009277285684831441,-0.04988255861215293,0.7383444427978247,-9.195158552285376
