number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 08:11:16.824714,2026-02-24 08:11:57.615408,0 days 00:00:40.790694,0.2998018847114494,4,32,120,0.00019833628317437291,64,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 08:11:57.615448,2026-02-24 08:12:23.557060,0 days 00:00:25.941612,0.169799151381987,3,128,40,0.00013762029066679085,512,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 08:12:23.557100,2026-02-24 08:12:59.782398,0 days 00:00:36.225298,0.06224131797945624,5,32,60,0.00042015381527831614,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 08:12:59.782439,2026-02-24 08:13:30.825467,0 days 00:00:31.043028,0.220239649189571,4,32,20,0.0003649431823373738,32,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 08:13:30.825509,2026-02-24 08:13:51.714410,0 days 00:00:20.888901,0.05911609203925084,2,32,100,0.0009036820796665746,128,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 08:13:51.714452,2026-02-24 08:14:22.708797,0 days 00:00:30.994345,0.20911427902770408,4,64,90,0.00045837762656239175,32,4,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 08:14:22.708835,2026-02-24 08:14:59.028956,0 days 00:00:36.320121,0.09137823621551126,5,64,40,0.000796040628892424,512,2,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-24 08:14:59.028995,2026-02-24 08:15:14.385393,0 days 00:00:15.356398,0.27668672727258276,1,128,110,0.0006826692999279987,128,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 08:15:14.385432,2026-02-24 08:15:40.223793,0 days 00:00:25.838361,0.1506334543579661,3,128,30,0.00025360348612882565,32,8,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 08:15:40.223832,2026-02-24 08:16:05.910883,0 days 00:00:25.687051,0.29585924578276734,3,32,90,0.00010488399845069143,32,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 08:16:05.910922,2026-02-24 08:16:58.620924,0 days 00:00:52.710002,0.0039486256124374175,4,32,140,0.00019424253193842025,64,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 08:16:58.620963,2026-02-24 08:17:37.850221,0 days 00:00:39.229258,0.18909860442257168,2,128,130,0.00013578862372127279,256,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 08:17:37.850260,2026-02-24 08:18:03.746385,0 days 00:00:25.896125,0.24737307681826565,3,128,60,0.00016894766736804567,512,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 08:18:03.746424,2026-02-24 08:18:34.938113,0 days 00:00:31.191689,0.14488386425170327,4,128,60,0.0002511672942343024,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 08:18:34.938153,2026-02-24 08:19:00.519607,0 days 00:00:25.581454,0.15178815857274572,2,64,120,0.00010972987078917177,64,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
15,0.5,2026-02-24 08:19:00.519647,2026-02-24 08:19:26.451572,0 days 00:00:25.931925,0.26010693575918276,3,32,70,0.00016960491087721983,256,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 08:19:26.451612,2026-02-24 08:20:02.486402,0 days 00:00:36.034790,0.11031197165081238,5,128,40,0.0002462273583643174,512,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-24 08:20:02.486442,2026-02-24 08:20:18.021735,0 days 00:00:15.535293,0.1870692147609596,1,128,80,0.00013972825049910897,64,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-24 08:20:18.021781,2026-02-24 08:21:03.742434,0 days 00:00:45.720653,0.2352214883097317,4,32,140,0.0002018882395908516,512,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-24 08:21:03.742475,2026-02-24 08:21:24.432871,0 days 00:00:20.690396,0.2986977374937774,2,64,110,0.0003176740102482028,64,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
20,0.5,2026-02-24 08:21:24.432909,2026-02-24 08:21:55.505912,0 days 00:00:31.073003,0.012109198868636234,4,128,40,0.00013290544345549002,256,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
21,0.5,2026-02-24 08:21:55.505952,2026-02-24 08:22:31.808585,0 days 00:00:36.302633,0.046641686789607686,5,32,50,0.0004944759729709331,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
22,0.5,2026-02-24 08:22:31.808624,2026-02-24 08:23:07.766867,0 days 00:00:35.958243,0.1044817916192228,5,32,70,0.0004210443486346408,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
23,0.5,2026-02-24 08:23:07.766908,2026-02-24 08:23:44.035047,0 days 00:00:36.268139,0.07196432941686497,5,32,20,0.0005489706322352969,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
24,0.5,2026-02-24 08:23:44.035087,2026-02-24 08:24:15.252666,0 days 00:00:31.217579,0.03148607325871091,4,32,60,0.0002761450064631424,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
25,0.5,2026-02-24 08:24:15.252724,2026-02-24 08:24:51.396243,0 days 00:00:36.143519,0.11896176588405544,5,32,50,0.0002081400754091972,128,4,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
26,0.5,2026-02-24 08:24:51.396283,2026-02-24 08:25:17.439722,0 days 00:00:26.043439,0.17279624668329407,3,32,80,0.0003445589570682767,512,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
27,0.5,2026-02-24 08:25:17.439762,2026-02-24 08:25:43.376492,0 days 00:00:25.936730,0.13150005470331003,3,64,30,0.00016334620092551576,64,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
28,0.5,2026-02-24 08:25:43.376531,2026-02-24 08:26:14.835207,0 days 00:00:31.458676,0.0853654039404934,4,32,70,0.0001217097093171323,64,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
29,0.5,2026-02-24 08:26:14.835247,2026-02-24 08:26:46.202141,0 days 00:00:31.366894,0.2199337299142501,4,128,20,0.0003694236667451363,512,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
30,0.5,2026-02-24 08:26:46.202182,2026-02-24 08:27:22.505261,0 days 00:00:36.303079,0.030378230624251032,5,32,50,0.0005879367326808313,256,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
31,0.5,2026-02-24 08:27:22.505301,2026-02-24 08:27:53.580230,0 days 00:00:31.074929,0.20982654902899778,4,32,30,0.000384793958503294,32,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
32,0.5,2026-02-24 08:27:53.580269,2026-02-24 08:28:14.200704,0 days 00:00:20.620435,0.2688275320796627,2,32,20,0.0002905186236467118,32,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
33,0.5,2026-02-24 08:28:14.200743,2026-02-24 08:28:45.050563,0 days 00:00:30.849820,0.17709389364591357,4,32,100,0.0004637373268084588,32,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
34,0.5,2026-02-24 08:28:45.050601,2026-02-24 08:29:21.022930,0 days 00:00:35.972329,0.22797589837314794,5,32,40,0.0008647475965151561,128,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
35,0.5,2026-02-24 08:29:21.022971,2026-02-24 08:29:46.809544,0 days 00:00:25.786573,0.19521909452271996,3,64,30,0.0006939926112692384,32,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
36,0.5,2026-02-24 08:29:46.809584,2026-02-24 08:30:12.833873,0 days 00:00:26.024289,0.16209447425974602,3,32,100,0.00040364058643564346,128,8,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
37,0.5,2026-02-24 08:30:12.833912,2026-02-24 08:30:43.860618,0 days 00:00:31.026706,0.2452509647183068,4,128,90,0.00022559165700484658,32,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
38,0.5,2026-02-24 08:30:43.860657,2026-02-24 08:31:20.124765,0 days 00:00:36.264108,0.28314711475175564,5,32,50,0.00032439701960352494,512,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
39,0.5,2026-02-24 08:31:20.124804,2026-02-24 08:31:46.095412,0 days 00:00:25.970608,0.20394211080090655,3,128,120,0.00016109661373468547,32,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
40,0.5,2026-02-24 08:31:46.095452,2026-02-24 08:32:17.045342,0 days 00:00:30.949890,0.2559571988167646,4,64,80,0.00028290757466654194,64,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
41,0.5,2026-02-24 08:32:17.045383,2026-02-24 08:32:32.520254,0 days 00:00:15.474871,0.054575496092504935,1,32,110,0.0009291894063115815,128,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
42,0.5,2026-02-24 08:32:32.520292,2026-02-24 08:32:53.256661,0 days 00:00:20.736369,0.0741296009944632,2,32,130,0.0006897806194844488,128,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
43,0.5,2026-02-24 08:32:53.256719,2026-02-24 08:33:08.659793,0 days 00:00:15.403074,0.13907501385035914,1,32,100,0.0007732355828397277,128,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
44,0.5,2026-02-24 08:33:08.659834,2026-02-24 08:33:46.582820,0 days 00:00:37.922986,0.05885519260703248,2,128,120,0.0005124576763670515,512,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
45,0.5,2026-02-24 08:33:46.582861,2026-02-24 08:34:12.360674,0 days 00:00:25.777813,0.09995087013884965,3,32,90,0.00010031803127356971,128,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
46,0.5,2026-02-24 08:34:12.360732,2026-02-24 08:34:39.284925,0 days 00:00:26.924193,0.15680967305584093,2,32,130,0.000613915862779506,64,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
47,0.5,2026-02-24 08:34:39.284966,2026-02-24 08:35:10.237157,0 days 00:00:30.952191,0.28608741637844454,4,128,70,0.0001892029422732861,256,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
48,0.5,2026-02-24 08:35:10.237198,2026-02-24 08:35:36.256760,0 days 00:00:26.019562,0.12304552089450993,3,32,110,0.00011759177075513389,512,2,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
49,0.5,2026-02-24 08:35:36.256801,2026-02-24 08:35:57.089977,0 days 00:00:20.833176,0.08953277931595874,2,64,40,0.00014680892997086158,32,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
