number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 13:09:40.855754,2026-02-24 13:10:02.454982,0 days 00:00:21.599228,0.03761225042939715,2,128,30,0.00011456917015293882,64,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 13:10:02.455020,2026-02-24 13:10:29.071727,0 days 00:00:26.616707,0.19553421575717936,3,128,20,0.0008172482706631875,128,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 13:10:29.071768,2026-02-24 13:10:44.972707,0 days 00:00:15.900939,0.1946762122842212,1,64,120,0.0005358878054985539,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 13:11:11.431108,2026-02-24 13:11:32.794657,0 days 00:00:21.363549,0.18863971132993682,2,32,60,0.0006536453277154995,512,2,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 13:11:32.794716,2026-02-24 13:11:53.917297,0 days 00:00:21.122581,0.09378981270983895,2,32,50,0.00020898900986704222,128,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 13:11:53.917337,2026-02-24 13:12:09.799976,0 days 00:00:15.882639,0.1725600347656659,1,64,100,0.0004557331527593571,512,8,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 13:12:52.238489,2026-02-24 13:13:18.704786,0 days 00:00:26.466297,0.049612244062944795,3,128,40,0.0002575996246845454,64,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 13:12:31.042785,2026-02-24 13:12:52.238448,0 days 00:00:21.195663,0.2792338434477083,2,128,70,0.00038956152843946137,512,8,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 13:13:56.323361,2026-02-24 13:14:28.064762,0 days 00:00:31.741401,0.11950947251027995,4,128,20,0.0001118040556571679,128,4,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 13:13:18.704827,2026-02-24 13:13:56.323321,0 days 00:00:37.618494,0.037074938473802874,5,128,90,0.00010900724666744272,32,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 13:15:31.608305,2026-02-24 13:16:32.909455,0 days 00:01:01.301150,0.23691686106904947,3,128,140,0.0001546939504416356,256,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
15,0.5,2026-02-24 13:16:32.909494,2026-02-24 13:16:59.275719,0 days 00:00:26.366225,0.06777132278292974,3,64,40,0.0003037676684579676,128,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 13:14:28.064801,2026-02-24 13:14:59.793229,0 days 00:00:31.728428,0.002840890158827568,4,128,20,0.000173344052263115,128,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 13:14:59.793268,2026-02-24 13:15:31.608264,0 days 00:00:31.814996,0.12376814727724231,4,128,20,0.0009843052233412164,32,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 13:16:59.275760,2026-02-24 13:17:15.210340,0 days 00:00:15.934580,0.15513324292899372,1,128,70,0.0009169678131279129,64,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-24 13:17:15.210380,2026-02-24 13:17:52.013445,0 days 00:00:36.803065,0.23411175325090916,5,128,30,0.0003608615181287778,128,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-24 13:18:13.309116,2026-02-24 13:18:44.882809,0 days 00:00:31.573693,0.12648814833699834,4,64,30,0.00023853450318643473,256,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-24 13:17:52.013485,2026-02-24 13:18:13.309075,0 days 00:00:21.295590,0.010517250485128103,2,32,60,0.00013925314886044344,64,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
48,0.5,2026-02-24 13:29:01.055275,2026-02-24 13:29:22.345766,0 days 00:00:21.290491,0.0859997678035296,2,64,20,0.00018807140592233315,64,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
35,0.5,2026-02-24 13:23:46.681978,2026-02-24 13:24:08.140863,0 days 00:00:21.458885,0.14097295527628687,2,32,20,0.0006526392240524942,512,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
