number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 07:05:34.554748,2026-02-24 07:06:00.456595,0 days 00:00:25.901847,0.21238388481928275,3,128,30,0.00012295172429793846,32,4,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 07:06:00.456633,2026-02-24 07:06:36.820115,0 days 00:00:36.363482,0.2813870905324617,5,32,60,0.00016169207346985814,128,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 07:06:36.820156,2026-02-24 07:07:07.614703,0 days 00:00:30.794547,0.2275989429936775,3,64,130,0.00025702628095386807,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 07:07:07.614743,2026-02-24 07:07:22.908925,0 days 00:00:15.294182,0.1248894413240082,1,64,40,0.0007958959678758514,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 07:07:22.908966,2026-02-24 07:07:58.391712,0 days 00:00:35.482746,0.23780402622041155,5,128,80,0.0008063356768174712,64,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 07:07:58.391754,2026-02-24 07:08:13.762149,0 days 00:00:15.370395,0.285712255431161,1,128,110,0.0003051351829989987,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 07:08:13.762188,2026-02-24 07:08:44.737136,0 days 00:00:30.974948,0.1382063541925526,4,128,120,0.0008825230818117239,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-24 07:08:44.737176,2026-02-24 07:09:10.560949,0 days 00:00:25.823773,0.23151148519983417,3,32,100,0.0006965706345728233,256,4,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 07:09:10.560988,2026-02-24 07:09:31.257576,0 days 00:00:20.696588,0.06442968324769564,2,64,50,0.00046380109816333473,32,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 07:09:31.257616,2026-02-24 07:09:51.973072,0 days 00:00:20.715456,0.12412952419403256,2,128,40,0.0007180285987354475,256,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 07:09:51.973111,2026-02-24 07:10:22.931034,0 days 00:00:30.957923,0.00613342532992564,4,128,20,0.00010378853243204878,32,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 07:10:22.931074,2026-02-24 07:10:58.966848,0 days 00:00:36.035774,0.2960227545877162,5,32,70,0.0001234596877833127,128,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 07:10:58.966887,2026-02-24 07:11:29.744263,0 days 00:00:30.777376,0.20533300018393308,4,32,20,0.00017204347583204069,128,4,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 07:11:29.744303,2026-02-24 07:11:50.169694,0 days 00:00:20.425391,0.19246259550193678,2,32,60,0.00016297923256390585,128,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 07:11:50.169735,2026-02-24 07:12:15.766999,0 days 00:00:25.597264,0.2677132373061001,3,32,90,0.00020048733128746315,32,8,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
15,0.5,2026-02-24 07:12:15.767040,2026-02-24 07:12:51.844176,0 days 00:00:36.077136,0.16346125756451277,5,128,40,0.00013939826441410638,512,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 07:12:51.844217,2026-02-24 07:13:22.688945,0 days 00:00:30.844728,0.2575781410867711,4,32,60,0.00021963473789610383,128,4,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-24 07:13:22.688984,2026-02-24 07:13:43.270425,0 days 00:00:20.581441,0.17866167908087244,2,32,30,0.00043219647120348875,32,4,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-24 07:13:43.270463,2026-02-24 07:14:14.200819,0 days 00:00:30.930356,0.25710049056849765,4,128,70,0.00010129131144421723,128,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-24 07:14:14.200859,2026-02-24 07:14:40.004559,0 days 00:00:25.803700,0.07673924712781224,3,64,140,0.00013836396743499023,32,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
20,0.5,2026-02-24 07:14:40.004597,2026-02-24 07:15:15.975830,0 days 00:00:35.971233,0.21339980818734816,5,128,50,0.0003938304873602716,512,4,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
21,0.5,2026-02-24 07:15:15.975870,2026-02-24 07:15:49.446434,0 days 00:00:33.470564,0.2320100335135009,3,64,140,0.0002692474342186529,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
22,0.5,2026-02-24 07:15:49.446475,2026-02-24 07:16:17.297403,0 days 00:00:27.850928,0.27453558422809105,3,64,120,0.000223087565948488,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
23,0.5,2026-02-24 07:16:17.297445,2026-02-24 07:16:43.190166,0 days 00:00:25.892721,0.29855768868682586,3,64,90,0.00018303063311233734,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
24,0.5,2026-02-24 07:16:43.190205,2026-02-24 07:17:03.765110,0 days 00:00:20.574905,0.21488344175229582,2,64,30,0.0002705711034047812,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
25,0.5,2026-02-24 07:17:03.765148,2026-02-24 07:17:38.680324,0 days 00:00:34.915176,0.2451579750692935,4,64,130,0.00014699530372051185,32,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
26,0.5,2026-02-24 07:17:38.680362,2026-02-24 07:18:04.759578,0 days 00:00:26.079216,0.1726343164614118,3,32,80,0.00035148096469239627,128,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
27,0.5,2026-02-24 07:18:04.759618,2026-02-24 07:18:30.679431,0 days 00:00:25.919813,0.1977966268469343,3,128,60,0.00011977875741372826,256,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
28,0.5,2026-02-24 07:18:30.679470,2026-02-24 07:19:01.531040,0 days 00:00:30.851570,0.22355118091292514,4,32,100,0.00021822109882468972,32,2,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
29,0.5,2026-02-24 07:19:01.531080,2026-02-24 07:19:22.317566,0 days 00:00:20.786486,0.12341003800599183,2,64,30,0.0002675275865946727,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
30,0.5,2026-02-24 07:19:22.317606,2026-02-24 07:19:37.870245,0 days 00:00:15.552639,0.2728669659862979,1,64,50,0.0005754252610620203,128,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
31,0.5,2026-02-24 07:19:37.870285,2026-02-24 07:19:53.352188,0 days 00:00:15.481903,0.08141410441293931,1,64,40,0.0009614398141558467,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
32,0.5,2026-02-24 07:19:53.352228,2026-02-24 07:20:08.816697,0 days 00:00:15.464469,0.09603959748465199,1,64,70,0.0005747261927518394,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
33,0.5,2026-02-24 07:20:08.816737,2026-02-24 07:20:24.293551,0 days 00:00:15.476814,0.14465344098415317,1,128,40,0.00032056944867970216,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
34,0.5,2026-02-24 07:20:24.293590,2026-02-24 07:21:00.639329,0 days 00:00:36.345739,0.10790184321627964,5,64,20,0.00012359690562602216,64,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
35,0.5,2026-02-24 07:21:00.639370,2026-02-24 07:21:21.368645,0 days 00:00:20.729275,0.24417046240478144,2,128,50,0.0001582809366670026,64,4,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
36,0.5,2026-02-24 07:21:21.368702,2026-02-24 07:21:52.301906,0 days 00:00:30.933204,0.1872548942792619,4,64,30,0.0005115907730842658,512,2,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
37,0.5,2026-02-24 07:21:52.301946,2026-02-24 07:22:42.202071,0 days 00:00:49.900125,0.15190218163724206,5,128,110,0.0007708152004011075,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
38,0.5,2026-02-24 07:22:42.202112,2026-02-24 07:22:57.524157,0 days 00:00:15.322045,0.048217213626369604,1,32,60,0.00019206821449937962,64,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
39,0.5,2026-02-24 07:22:57.524196,2026-02-24 07:23:18.248880,0 days 00:00:20.724684,0.12711207130630295,2,64,80,0.00011976479663933024,32,4,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
