number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-24 10:56:13.249944,2026-02-24 10:56:39.414377,0 days 00:00:26.164433,0.21699341678916204,3,32,40,0.0003548714905661166,256,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-24 10:56:39.414418,2026-02-24 10:57:05.555033,0 days 00:00:26.140615,0.2431036666312547,3,128,80,0.0003571119152676545,64,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-24 10:57:05.555074,2026-02-24 10:57:36.796462,0 days 00:00:31.241388,0.15457050316216134,4,128,90,0.00019283614250269204,32,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-24 10:57:36.796503,2026-02-24 10:58:13.160520,0 days 00:00:36.364017,0.26757925113399345,5,32,90,0.0002584180990244261,512,4,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-24 10:58:13.160560,2026-02-24 10:58:29.002857,0 days 00:00:15.842297,0.1095056827642625,1,128,30,0.00010222935503635008,32,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-24 10:58:29.002898,2026-02-24 10:58:50.043528,0 days 00:00:21.040630,0.1465062336440742,2,32,90,0.00046847672185377375,256,4,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-24 10:58:50.043568,2026-02-24 10:59:16.222407,0 days 00:00:26.178839,0.0722971381924701,3,32,110,0.0005254282560941226,512,8,16,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-24 10:59:35.750306,2026-02-24 10:59:57.179482,0 days 00:00:21.429176,0.19421579796884944,2,32,90,0.000506287991750645,32,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-24 10:59:57.179521,2026-02-24 11:00:12.977291,0 days 00:00:15.797770,0.2625486524156741,1,128,20,0.0001334978085194073,128,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-24 11:00:12.977331,2026-02-24 11:00:49.883492,0 days 00:00:36.906161,0.21231158249998303,5,64,40,0.000979523441523348,256,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-24 11:02:08.705808,2026-02-24 11:02:34.765350,0 days 00:00:26.059542,0.23691818811598372,3,64,50,0.00032544566418456433,128,8,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-24 11:00:49.883532,2026-02-24 11:01:16.278375,0 days 00:00:26.394843,0.2930605152613642,3,128,60,0.00040018479974227543,64,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-24 11:01:16.278417,2026-02-24 11:01:47.583099,0 days 00:00:31.304682,0.23071536820620972,4,128,60,0.0007889115274704963,64,2,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-24 11:01:47.583140,2026-02-24 11:02:08.705766,0 days 00:00:21.122626,0.17795158692596214,2,32,60,0.00022390436438811295,64,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-24 11:03:22.361491,2026-02-24 11:03:53.862559,0 days 00:00:31.501068,0.25210200651455816,4,32,140,0.00015783476337243084,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-24 11:03:01.021299,2026-02-24 11:03:22.361450,0 days 00:00:21.340151,0.29951293970752285,2,128,70,0.00035659204895262345,256,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-24 11:04:14.802945,2026-02-24 11:04:41.194172,0 days 00:00:26.391227,0.14604537898415226,3,64,20,0.0005926313878887483,128,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-24 11:03:53.862600,2026-02-24 11:04:14.802904,0 days 00:00:20.940304,0.19066167541049522,2,128,110,0.00026610241238364204,64,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
35,0.5,2026-02-24 11:12:37.507997,2026-02-24 11:13:03.796912,0 days 00:00:26.288915,0.1114224901138114,3,32,30,0.00047182898654082357,32,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
36,0.5,2026-02-24 11:13:03.796954,2026-02-24 11:13:25.395242,0 days 00:00:21.598288,0.19174864926589896,2,128,90,0.00030042392846326864,256,4,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
20,0.5,2026-02-24 11:04:41.194213,2026-02-24 11:05:12.762318,0 days 00:00:31.568105,0.21971170638837298,4,128,40,0.0004266902346804702,512,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
21,0.5,2026-02-24 11:05:12.762359,2026-02-24 11:05:44.003613,0 days 00:00:31.241254,0.16642000758787445,4,128,80,0.00021556844255076773,32,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
22,0.5,2026-02-24 11:05:44.003655,2026-02-24 11:06:20.770630,0 days 00:00:36.766975,0.11503039780959748,5,128,100,0.0001762611235088144,32,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
23,0.5,2026-02-24 11:06:20.770670,2026-02-24 11:06:52.083456,0 days 00:00:31.312786,0.2027274384032256,4,128,80,0.00018718951006661358,32,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
24,0.5,2026-02-24 11:06:52.083496,2026-02-24 11:07:18.101770,0 days 00:00:26.018274,0.1318639907330142,3,128,70,0.0002712163351092817,32,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
25,0.5,2026-02-24 11:07:18.101811,2026-02-24 11:07:49.494320,0 days 00:00:31.392509,0.27586853127879213,4,32,100,0.00012501639120546593,256,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
26,0.5,2026-02-24 11:07:49.494361,2026-02-24 11:08:15.652833,0 days 00:00:26.158472,0.24094038266636608,3,128,40,0.0003435148348119773,64,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
