date,pred_momentum,signal,in_market,trade_return,portfolio_value,position_return
2025-01-03,0.0047553544864058495,1,0,0.0,9995.0,0
2025-01-06,-0.015225796960294247,-2,1,0.0,9529.58995612068,-0.04608733019629575
2025-01-07,-0.00018852786161005497,0,0,0.0,9529.58995612068,0
2025-01-08,-0.002161422511562705,-1,0,0.0,9524.82516114262,0
2025-01-10,-0.007069961167871952,-1,-1,0.0,9771.90873438495,0.025941008791460822
2025-01-13,0.009268526220694184,1,-1,0.0,9742.810468930787,0.02339771556677845
2025-01-14,0.001423192210495472,1,0,0.0,9737.939063696324,0
2025-01-15,0.0023249960504472256,1,1,0.0,9898.564712658874,0.01649482995445861
2025-01-16,-0.006870466633699834,-1,1,0.0,9868.530580378103,0.013917549642927615
2025-01-17,0.002966858446598053,1,0,0.0,9863.596315087914,0
2025-01-21,-0.0018357462249696255,-2,1,0.0,9742.31159132992,-0.011802098083430699
2025-01-22,-0.0021634686272591352,-1,0,0.0,9737.440435534256,0
2025-01-23,-0.015330634079873562,-1,-1,0.0,9791.313233850447,0.005532542013771426
2025-01-24,-0.010246259160339832,-1,-1,0.0,10123.52639734289,0.039649635277841065
2025-01-27,-0.0021214354783296585,-1,-1,0.0,10365.951849068046,0.06454585449788235
2025-01-28,0.005552830174565315,1,-1,0.0,10580.638691441365,0.08713698711207463
2025-01-29,0.0005183340981602669,1,0,0.0,10575.348372095645,0
2025-01-30,0.0022791321389377117,1,1,0.0,10730.868697486905,0.014705929291333877
2025-01-31,0.0031407885253429413,-2,1,0.0,10414.619155033542,-0.014705832569797404
2025-02-03,0.0015325836138799787,1,0,0.0,10409.411845456027,0
2025-02-04,-0.0008082124404609203,-1,1,0.0,10507.704776888073,0.009947671741512124
2025-02-05,0.007135134190320969,1,0,0.0,10502.45092449963,0
2025-02-06,0.003440472297370434,1,1,0.0,10432.469898256913,-0.0066633042844759125
2025-02-07,-0.001044959295541048,-2,1,0.0,10276.602557860084,-0.02101485610467404
2025-02-10,-0.007998941466212273,-1,0,0.0,10271.464256581154,0
2025-02-11,-0.0014743432402610779,-2,-1,0.0,9697.98704308634,-0.055359759821909126
2025-02-12,-0.013655826449394226,-1,0,0.0,9693.138049564797,0
2025-02-13,-0.023935779929161072,-2,-1,0.0,9141.09855946524,-0.05647981609284479
2025-02-14,-0.0180961387231946,-1,0,0.0,9136.528010185508,0
2025-02-18,-0.03315974026918411,-2,-1,0.0,8096.262256770496,-0.1134145920696942
2025-02-19,-0.02920040301978588,-1,0,0.0,8092.214125642111,0
2025-02-20,-0.006778089329600334,-2,-1,0.0,7920.455393652864,-0.02073555155397054
2025-02-21,-0.021219033747911453,-1,0,0.0,7916.495165956037,0
2025-02-24,0.001989230513572693,1,-1,0.0,8002.781347991673,0.011405245946981144
2025-02-25,-0.007838504388928413,-1,0,0.0,7998.779957317678,0
2025-02-26,0.013507659547030926,-2,-1,0.0,7901.937796891637,-0.011612922914566533
