number,value,datetime_start,datetime_complete,duration,params_dropout,params_encoder_layers,params_hidden_size,params_input_size,params_learning_rate,params_linear_hidden_size,params_n_heads,params_patch_len,params_stride,user_attrs_fold_hit_rates,state
0,0.5,2026-02-23 23:03:56.353961,2026-02-23 23:04:50.817771,0 days 00:00:54.463810,0.02452827920745464,3,128,70,0.00013437713930363905,512,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
1,0.5,2026-02-23 23:04:50.818000,2026-02-23 23:05:30.586923,0 days 00:00:39.768923,0.19857724017724737,1,128,120,0.00042053995763985266,128,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
2,0.5,2026-02-23 23:05:30.587051,2026-02-23 23:06:14.523219,0 days 00:00:43.936168,0.06738880912299683,3,64,20,0.0007580789152356879,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
3,0.5,2026-02-23 23:06:14.523318,2026-02-23 23:06:52.776297,0 days 00:00:38.252979,0.2696421318190317,2,32,120,0.00023630250719401533,512,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
4,0.5,2026-02-23 23:06:52.776404,2026-02-23 23:07:50.395475,0 days 00:00:57.619071,0.22118990453597334,3,128,110,0.00010920447491222152,32,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
5,0.5,2026-02-23 23:07:50.395583,2026-02-23 23:08:23.767002,0 days 00:00:33.371419,0.028163107098573923,1,64,50,0.0001346525169275814,512,8,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
6,0.5,2026-02-23 23:08:23.767068,2026-02-23 23:09:02.042111,0 days 00:00:38.275043,0.17023152276584227,2,64,70,0.000809033305193034,128,2,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
7,0.5,2026-02-23 23:09:02.042213,2026-02-23 23:10:01.957828,0 days 00:00:59.915615,0.2668234617480469,5,128,80,0.0002496562679730536,32,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
8,0.5,2026-02-23 23:10:01.957893,2026-02-23 23:10:39.845441,0 days 00:00:37.887548,0.13560802377127185,2,32,20,0.0005434338890589165,256,4,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
9,0.5,2026-02-23 23:10:39.845530,2026-02-23 23:11:44.455977,0 days 00:01:04.610447,0.15310752683879275,5,128,140,0.0008247252908095244,256,8,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
10,0.5,2026-02-23 23:11:44.456053,2026-02-23 23:12:36.681538,0 days 00:00:52.225485,0.007102525980064528,4,128,50,0.0001665487666045771,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
11,0.5,2026-02-23 23:12:36.681600,2026-02-23 23:13:09.439792,0 days 00:00:32.758192,0.11343387067192078,1,128,100,0.0004347136481524515,128,2,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
12,0.5,2026-02-23 23:13:09.439853,2026-02-23 23:13:52.617469,0 days 00:00:43.177616,0.20399249160093075,3,128,140,0.0003925954274114485,128,2,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
13,0.5,2026-02-23 23:13:52.617537,2026-02-23 23:14:42.072413,0 days 00:00:49.454876,0.0833263965678863,4,128,90,0.00019927704042147857,64,2,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
14,0.5,2026-02-23 23:14:42.072505,2026-02-23 23:15:17.542802,0 days 00:00:35.470297,0.21117740645839644,1,128,60,0.00033951261837043725,128,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
15,0.5,2026-02-23 23:15:17.542869,2026-02-23 23:16:33.592240,0 days 00:01:16.049371,0.04896578056854882,4,32,120,0.0005396851146240894,512,8,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
16,0.5,2026-02-23 23:16:33.592342,2026-02-23 23:17:12.224516,0 days 00:00:38.632174,0.10709082727580584,2,128,40,0.0002796285817993102,128,2,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
17,0.5,2026-02-23 23:17:12.224603,2026-02-23 23:17:56.220561,0 days 00:00:43.995958,0.1809187640402383,3,128,100,0.00016756006767764474,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
18,0.5,2026-02-23 23:17:56.220625,2026-02-23 23:18:28.366408,0 days 00:00:32.145783,0.24267783179573998,1,32,80,0.00010312241761036475,32,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
19,0.5,2026-02-23 23:18:28.366496,2026-02-23 23:19:18.253170,0 days 00:00:49.886674,0.003199078269090133,4,64,120,0.0005439655822438719,256,4,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
20,0.5,2026-02-23 23:19:18.253246,2026-02-23 23:19:55.997694,0 days 00:00:37.744448,0.12687739142996585,2,128,70,0.00032600580857213284,64,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
21,0.5,2026-02-23 23:19:55.997767,2026-02-23 23:20:48.255385,0 days 00:00:52.257618,0.07281944734103822,3,64,20,0.0006498383240307497,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
22,0.5,2026-02-23 23:20:48.255481,2026-02-23 23:21:41.373290,0 days 00:00:53.117809,0.061540958995032785,3,64,30,0.000997547920877884,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
23,0.5,2026-02-23 23:21:41.373358,2026-02-23 23:22:38.024559,0 days 00:00:56.651201,0.037683865537468594,3,64,40,0.0004147155746525159,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
24,0.5,2026-02-23 23:22:38.024622,2026-02-23 23:23:40.577957,0 days 00:01:02.553335,0.2954443938705543,4,64,130,0.0006989170948505473,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
25,0.5,2026-02-23 23:23:40.578026,2026-02-23 23:24:22.993627,0 days 00:00:42.415601,0.08992716917477493,2,64,90,0.0004922011408427515,128,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
26,0.5,2026-02-23 23:24:22.993716,2026-02-23 23:25:32.181895,0 days 00:01:09.188179,0.02764776350677659,5,128,60,0.0006734710770795503,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
27,0.5,2026-02-23 23:25:32.181965,2026-02-23 23:26:20.424995,0 days 00:00:48.243030,0.17983609417907676,1,32,30,0.0009912224965310404,512,8,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
28,0.5,2026-02-23 23:26:20.425054,2026-02-23 23:27:12.615575,0 days 00:00:52.190521,0.06172938646208776,3,128,90,0.00013715776962430355,128,4,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
29,0.5,2026-02-23 23:27:12.615658,2026-02-23 23:27:51.086555,0 days 00:00:38.470897,0.15564018908337,2,64,110,0.00022617366612443405,512,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
30,0.5,2026-02-23 23:27:51.086632,2026-02-23 23:28:29.088025,0 days 00:00:38.001393,0.016985048719013796,2,32,130,0.00029022259263053994,32,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
31,0.5,2026-02-23 23:28:29.088093,2026-02-23 23:29:14.437880,0 days 00:00:45.349787,0.2379057888974742,3,32,110,0.00020457682301197358,512,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
32,0.5,2026-02-23 23:29:14.437943,2026-02-23 23:29:47.118236,0 days 00:00:32.680293,0.29220837904734165,1,32,120,0.00012498623483128435,512,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
33,0.5,2026-02-23 23:29:47.118304,2026-02-23 23:30:26.994830,0 days 00:00:39.876526,0.268734456998455,2,32,100,0.00016266752557819267,512,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
34,0.5,2026-02-23 23:30:26.994902,2026-02-23 23:31:00.536761,0 days 00:00:33.541859,0.23687632215783339,1,64,130,0.0002544380510118745,512,8,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
35,0.5,2026-02-23 23:31:00.536850,2026-02-23 23:31:40.140378,0 days 00:00:39.603528,0.19545285199040985,2,128,70,0.00034813137112951227,32,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
36,0.5,2026-02-23 23:31:40.140439,2026-02-23 23:32:18.846520,0 days 00:00:38.706081,0.2610291778101862,2,32,110,0.00011769607556050876,256,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
37,0.5,2026-02-23 23:32:18.846579,2026-02-23 23:33:03.655259,0 days 00:00:44.808680,0.03852221887630278,3,128,60,0.0007935048614746065,64,2,4,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
38,0.5,2026-02-23 23:33:03.655324,2026-02-23 23:33:35.697801,0 days 00:00:32.042477,0.10116651767316191,1,64,140,0.00018610820221300916,512,8,8,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
39,0.5,2026-02-23 23:33:35.697882,2026-02-23 23:34:25.083418,0 days 00:00:49.385536,0.13686588009946882,4,128,50,0.00014507961780109376,128,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
40,0.5,2026-02-23 23:34:25.083493,2026-02-23 23:35:02.019083,0 days 00:00:36.935590,0.22322572639767976,2,32,20,0.0004611167679560825,256,2,4,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
41,0.5,2026-02-23 23:35:02.019142,2026-02-23 23:36:07.233898,0 days 00:01:05.214756,0.27054839295822486,3,128,120,0.00010162203455513624,32,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
42,0.5,2026-02-23 23:36:07.233965,2026-02-23 23:37:01.393825,0 days 00:00:54.159860,0.21700341411520824,3,128,100,0.00011391821784587048,32,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
43,0.5,2026-02-23 23:37:01.393912,2026-02-23 23:38:09.547009,0 days 00:01:08.153097,0.189518817029489,3,128,130,0.00015799933637804158,32,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
44,0.5,2026-02-23 23:38:09.547089,2026-02-23 23:38:58.317471,0 days 00:00:48.770382,0.15900151511469396,4,128,80,0.00023251833163814183,128,8,8,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
45,0.5,2026-02-23 23:38:58.317577,2026-02-23 23:39:42.553550,0 days 00:00:44.235973,0.25434411065131396,3,128,110,0.00012707784631858324,32,8,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
46,0.5,2026-02-23 23:39:42.553645,2026-02-23 23:40:20.111796,0 days 00:00:37.558151,0.2266083627797531,2,128,140,0.0005995956260582089,64,4,16,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
47,0.5,2026-02-23 23:40:20.111894,2026-02-23 23:40:51.729672,0 days 00:00:31.617778,0.2839142771467562,1,128,120,0.00017902247425246828,128,2,4,4,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
48,0.5,2026-02-23 23:40:51.729784,2026-02-23 23:41:42.916000,0 days 00:00:51.186216,0.2003522540384573,4,128,100,0.0003666993306222445,512,8,8,8,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
49,0.5,2026-02-23 23:41:42.916102,2026-02-23 23:42:21.515088,0 days 00:00:38.598986,0.17314051374663342,2,32,40,0.00029160429162548564,256,2,16,2,"[0.5, 0.5, 0.5, 0.5]",COMPLETE
